N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass
-2;16;18;34;Ar;-18378.29;0.078;8.197672;0.002;-17158;196;33;31652.421234442558;7.731401060876e-05;-1;1;278.72084800000005;8.171173856979795;277.81991113731306;0.02649814302020559;0.90093686268699;31653.322188345264;31652.421251482578;-1.704001988400705e-05;-18378.292037442603;0.0020374426021589898;8.197672501177081;-5.011770802809679e-07;0.014449546519146466;31644.138656779363;31643.237702876657;-0.900953902706533
-4;15;19;34;K;-1220.0;196;7.67;6;-15072;357;33;31669.579269204125;0.1956137617812;1;-1;260.78;7.574270238624928;257.52518811324757;0.09572976137507183;3.2548118867524067;31672.834564766752;31669.57975288;-0.0004836758744204417;-1220.257275876644;0.2572758766439165;7.670014225760978;-1.4225760978092694e-05;0.016444329755885077;31663.142029033395;31659.88673347077;-3.2552955626269977
-6;14;20;34;Ca;13851.0;298;7.204;9;*;;34;31684.65084380232;0.29807811319039995;-1;1;244.93599999999998;7.045684564031436;239.55327517706883;0.15831543596856346;5.382724822931152;31690.024131100345;31684.641406277413;0.009437524906388717;13851.317322318204;-0.31732231820387824;7.203722425738092;0.0002775742619078869;0.018591031013663304;31679.82274311756;31674.449455819533;-5.373287298025389
13;24;11;35;Na;38231.0;670;6.733;19;22592;723;35;32640.524942698983;0.6706757546783999;0;0;235.655;6.3435756383413215;222.02514734194625;0.3894243616586781;13.62985265805375;32654.158800074267;32640.528947416213;-0.004004717229690868;38231.312498981766;-0.3124989817661117;6.733114420492243;-0.0001144204922436387;0.004451384507546654;32648.54226300118;32634.908405625898;-13.633857375283696
-3;16;19;35;K;-11172.891;0.512;7.96584;0.015;-15961;196;34;32591.120737543974;0.000512321757046;0;0;278.8044;7.9237592648806965;277.3315742708244;0.04208073511930355;1.4728257291756108;32592.59360032473;32591.120774595554;-3.705158087541349e-05;-11172.892656025166;0.0016560251660848735;7.965841058616622;-1.0586166219184179e-06;0.016444329755885077;32582.901064591373;32581.428201810617;-1.4728627807562589
-5;15;20;35;Ca;4788.0;196;7.487;6;*;;35;32607.08150989312;0.1956137617812;0;0;262.045;7.382196247050488;258.3768686467671;0.10480375294951205;3.6681313532329227;32610.76595934621;32607.097827992977;-0.016318099857016932;4787.879693118246;0.12030688175400428;7.4874662314244365;-0.00046623142443635857;0.018591031013663304;32600.564571363422;32596.880121910333;-3.684449453088746
14;25;11;36;Na;46303.0;678;6.546;19;25923;967;36;33580.090442827706;0.6781277075081599;1;-1;235.656;6.055289842162329;217.99043431784386;0.4907101578376709;17.665565682156142;33597.75893481392;33580.09336913176;-0.0029263040560181253;46302.70890770949;0.29109229050664;6.546081286223853;-8.128622385239481e-05;0.004451384507546654;33592.14239774084;33574.473905754625;-17.668491986216395
-4;16;20;36;Ca;-6451.149;40.000;7.815879;1.111;-21802;301;35;33527.33658394424;0.03999928830784052;-1;1;281.371644;7.764490203996051;279.5216473438578;0.05138879600394919;1.8499966561421957;33529.18660236468;33527.33660570854;-2.1764295524917543e-05;-6451.149975760401;0.0009757604002516018;7.815879604563735;-6.04563735073782e-07;0.018591031013663304;33518.98521438189;33517.135195961455;-1.8500184204385732
-6;15;21;36;Sc;15351.0;298;7.189;8;*;;36;33549.13875674931;0.29807811319039995;1;-1;258.804;7.0536359361810925;253.93089370251934;0.13536406381890753;4.873106297480632;33553.995009403436;33549.12190310596;0.016853643348440528;15351.022829306889;-0.022829306888525025;7.188531843240223;0.000468156759777294;0.020892837153015268;33543.28492427609;33538.428671621965;-4.856252654128184
15;26;11;37;Na;53534.0;687;6.392;19;25323;980;37;34518.81573527489;0.6865111544416399;0;0;236.50400000000002;5.878262004498201;217.49569416643345;0.5137379955017991;19.008305833566567;34537.81909668089;34518.810790847325;0.004944427564623766;53533.89763489175;0.10236510825052392;6.3918663668226;0.0001336331774002275;0.004451384507546654;34532.20255960781;34513.19919820181;-19.003361406001204
-3;17;20;37;Ca;-13136.066;0.634;8.003456;0.017;-16656;300;36;34452.145769928204;0.0006334159905296001;0;0;296.127872;7.974902403951239;295.07138894619584;0.028553596048761065;1.056483053804186;34453.2022824779;34452.1457994241;-2.9495895432773978e-05;-13136.067711799287;0.0017117992865678389;8.00345679718629;-7.971862903133342e-07;0.018591031013663304;34443.00089449511;34441.94438194542;-1.0565125496941619
-5;16;21;37;Sc;3520.0;300;7.532;8;*;;37;34468.80195385796;0.29994110139783997;0;0;278.684;7.4709794635240625;276.4262401503903;0.061020536475937526;2.2577598496097266;34471.06508467113;34468.807324821515;-0.005370963554014452;3520.1162179593066;-0.11621795930659573;7.532145161177166;-0.00014516117716567578;0.020892837153015268;34460.354999543786;34458.09186873062;-2.2631308131676633
14;26;12;38;Mg;34074.0;503;6.928;13;17864;627;38;35430.84999567408;0.5030068160088;-1;1;263.264;6.540068481317558;248.5226022900672;0.3879315186824419;14.741397709932812;35445.57526367024;35430.8338659603;0.016129713774716947;34074.054314078276;-0.05431407827563817;6.927575533848109;0.0004244661518910675;0.00548057821903994;35439.44875684018;35424.72348884402;-14.725267996160255
-2;18;20;38;Ca;-22058.499;0.194;8.240043;0.005;-17809;200;37;35374.71744000747;0.00019375077357375997;-1;1;313.121634;8.239462358904355;313.0995696383655;0.0005806410956452623;0.022064361634477336;35374.73952350129;35374.717459139654;-1.9132181478198618e-05;-22058.50135252486;0.0023525248616351746;8.240043503478534;-5.034785335311653e-07;0.018591031013663304;35364.5381355185;35364.516052024686;-0.022083493815443944
-4;17;21;38;Sc;-4249.0;200;7.751;5;-15119;361;37;35392.52646525883;0.20027123229979998;1;-1;294.538;7.71981672258166;293.3530354581031;0.03118327741834026;1.1849645418969317;35393.703711078975;35392.51874653708;0.0077187217539176345;-4249.476101170598;0.476101170597758;7.7507968757433305;0.0002031242566697955;0.020892837153015268;35382.99362595163;35381.81638013149;-1.1772458201448899
-6;16;22;38;Ti;10870.0;300;7.332;8;*;;38;35407.64554605631;0.29994110139783997;-1;1;278.616;7.265168080250681;276.07638704952586;0.06683191974931901;2.5396129504741225;35410.19801288497;35407.658399934495;-0.012853878186433576;10869.604696306546;0.3953036934544798;7.332338259952322;-0.00033825995232206196;0.02335285937035907;35398.97938882915;35396.42692200049;-2.552466828659817
15;27;12;39;Mg;42275.0;513;6.747;13;21625;650;39;36370.54497348323;0.51325325114972;0;0;263.133;6.275808464143951;244.7565301016141;0.47119153585604856;18.376469898385892;36388.90675757425;36370.530287675865;0.014685807364003267;42274.92840322712;0.07159677288291277;6.746623440836863;0.00037655916313728;0.00548057821903994;36382.780250744196;36364.41846665317;-18.361784091022855
13;26;13;39;Al;20650.0;400;7.281;10;18330;422;39;36348.92033786537;0.39961097049587996;0;0;283.959;7.001362054040278;273.05312010757086;0.27963794595972136;10.905879892429141;36359.827820965715;36348.921941073284;-0.0016032079147407785;20650.292785366913;-0.29278536691344925;7.281041107895315;-4.1107895315306564e-05;0.006636320783722985;36353.19147092752;36342.28398782718;-10.907483100345416
-3;18;21;39;Sc;-14172.709;24.000;8.013456;0.615;-16373;202;38;36314.097334347076;0.0239999455823458;0;0;312.524784;8.017354342881546;312.6768193723803;-0.003898342881546668;-0.15203537238028275;36313.945348880254;36314.09738425264;-4.9905560445040464e-05;-14172.710732923137;0.0017329231359326513;8.013457279629783;-1.2796297834682946e-06;0.020892837153015268;36303.23526375291;36303.38724921973;0.15198546682222513
-5;17;22;39;Ti;2200.0;200;7.574;5;*;;39;36330.470234152985;0.20027123229979998;0;0;295.38599999999997;7.545798825195536;294.2861541826259;0.02820117480446349;1.099845817374046;36331.55366746742;36330.45382165005;0.016412502933235373;2200.1890729847555;-0.18907298475551215;7.573579166591419;0.0004208334085804566;0.02335285937035907;36320.33504341161;36319.25161009717;-1.0834333144375705
16;28;12;40;Mg;48350.0;500;6.628;13;20760;640;40;37308.11428174769;0.50021233369764;-1;1;265.12;6.110057071089385;244.40228284357542;0.5179429289106148;20.717717156424584;37328.82642654785;37308.108709391425;0.0055723562618368305;48350.13294768598;-0.13294768598279916;6.627860691093519;0.00013930890648072847;0.00548057821903994;37322.699919717794;37301.98777491763;-20.712144800163514
14;27;13;40;Al;27590.0;400;7.127;10;22160;528;40;37287.35407265808;0.39961097049587996;1;-1;285.08;6.760998718563437;270.43994874253747;0.36600128143656274;14.640051257462517;37302.00641404631;37287.366362788845;-0.012290130762266926;27589.923858086255;0.07614191374523216;7.1273072532691;-0.0003072532691001939;0.006636320783722985;37295.370064008115;37280.71772261989;-14.652341388224158
