N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass;M_N_ws4;WS4_diff;bind_ene_n+2_exp;bind_ene_n-2_exp;delta_2n_exp;bind_ene_p+2_exp;bind_ene_p-2_exp;delta_2p_exp;bind_ene_n+2_teo;bind_ene_n-2_teo;delta_2n_teo;bind_ene_p+2_teo;bind_ene_p-2_teo;delta_2p_teo
43;124;81;205;Tl;-23820.874;1.237;7.878394;0.006;-50.636;0.503;204;190932.47038464967;0.0012370241697401;0;0;1615.07077;7.834622254616365;1606.0975621963548;0.0437717453836352;8.97320780364521;190941.4438146844;190932.47060688076;-0.0002222310577053;-23820.8779503418;0.0039503418011008;7.878395084053896;-1.084053896427406e-06;0.5509989482390603;190900.60389862672;190891.630468592;-8.973430034704506;190891.91524654237;-0.28477795037906617;1628.4269789999998;1600.868759;-0.8458020000002762;1625.8825350000002;1599.815392;-4.443612999999914;1618.4458634555108;1593.202527561104;-0.546733376094835;1617.6779685298804;1592.601727175788;-1.9154286870411852
41;123;82;205;Pb;-23770.239;1.144;7.874331;0.006;-2705.734;5.107;204;190932.52102066917;0.0011438747593681;0;0;1614.237855;7.831804335409592;1605.5198887589663;0.0425266645904072;8.71796624103331;190941.23914151915;190932.5211752781;-0.0001546089770272;-23770.241930856933;0.0029308569319255;7.8743317541902;-7.541902000696155e-07;0.5683577563871737;190899.90558531892;190891.1874644689;-8.718120850011474;190891.1233063998;0.06415806911536492;1629.062262;1599.111591;-0.3018570000001546;1622.1913109999998;1601.158846;-5.125553000000309;1618.591308355274;1591.8878777573746;-0.5605914052841854;1615.705843979331;1593.440477367242;-1.8934561713597304
39;122;83;205;Bi;-21064.504;5.111;7.857316;0.025;-3543.106;11.28;204;190935.22675581108;0.0051111081471116;0;0;1610.74978;7.823778331603844;1603.874557978788;0.0335376683961561;6.875222021212039;190942.10212569675;190935.22690367556;-0.0001478644553571;-21064.506788911047;0.0027889110460819;7.857316721290089;-7.2129008898969e-07;0.5860773384162268;190900.27529012787;190893.3999202422;-6.875369885674445;190893.3535270311;0.046393211086979136;1625.8825350000002;1595.067425;-0.5496000000000549;1617.490548;1600.868759;-3.140253000000257;1617.6779685298804;1589.496527956053;-0.5746194716427908;1612.6749347036248;1593.202527561104;-1.8716536928473033
37;121;84;205;Po;-17521.398;10.059;7.836216;0.049;-4549.452;18.13;204;190938.76986223503;0.0100582733319685;0;0;1606.42428;7.81054424319912;1601.1615698558196;0.0256717568008806;5.262710144180346;190944.0327672172;190938.77005707295;-0.0001948379504028;-17521.40036495862;0.0023649586182727;7.836216950429058;-9.504290581219266e-07;0.6041628274921595;190901.71301818668;190896.4501132045;-5.262904982140753;190896.18211356952;0.26799963499070145;1622.1913109999998;1590.071189;-0.5860600000000886;1612.115586;1599.111591;-1.6213829999999234;1615.705843979331;1586.0284781571395;-0.5888175751688323;1608.5852407027623;1591.8878777573746;-1.8500212515023122
35;120;85;205;At;-12971.946;15.085;7.810207;0.074;-5262.161;15.913;204;190943.31931390284;0.0150846155156416;0;0;1601.092435;7.792102070195419;1597.380924390061;0.018104929804581;3.7115106099390687;190947.03106608035;190943.3195554704;-0.0002415675553493;-12971.948697151263;0.002697151263419;7.810208178378312;-1.1783783122609748e-06;0.6226194585075481;190904.2187747302;190900.5070225527;-3.711752177507151;190900.26727124985;0.23975130284088664;1617.490548;1584.140544;-0.5537779999999657;1605.542922;1595.067425;-1.5745229999999992;1612.6749347036248;1581.4837283606348;-0.6031857158623097;1603.4367619767438;1589.496527956053;-1.828558847325212
33;119;86;205;Rn;-7709.786;5.08;7.780722;0.025;-6399.973;9.329;204;190948.58147592828;0.0050794373475851;0;0;1595.04801;7.768451812592744;1592.5326215815126;0.0122701874072559;2.5153884184874187;190951.09702228635;190948.58163386784;-0.000157939561177;-7709.786671710322;0.0006717103215123;7.780722770436877;-7.704368769623215e-07;0.6414525700682181;190907.79256509704;190905.277018739;-2.5155463580449577;190905.12310541072;0.15391332827857696;1612.115586;1577.349179;-0.6312550000000101;1598.371614;1590.071189;-1.6532170000000406;1608.5852407027623;1575.862278566538;-0.6177238937248148;1597.2294985255692;1586.0284781571395;-1.807266480316457
31;118;87;205;Fr;-1309.813;7.824;7.745686;0.038;-7148.804;70.954;204;190954.981449618;0.0078236189771442;0;0;1587.86563;7.739593470391092;1586.6166614301735;0.0060925296089084;1.248968569826275;190956.23063583503;190954.98166726524;-0.0002176472335122;-1309.8129820000795;-1.7999920373767964e-05;7.745687061693752;-1.0616937524687842e-06;0.6606676064819853;190912.4343947315;190911.18520851445;-1.2491862170572858;190911.30462149644;-0.11941298199235462;1605.542922;1569.5367239999998;-0.6516140000001087;1589.987493;1584.140544;-1.6032229999998435;1603.4367619767438;1569.1641287748494;-0.6324321087538465;1589.963450349238;1581.4837283606348;-1.7861441504742288
29;117;88;205;Ra;5838.991;70.521;7.706998;0.344;-8267.702;86.923;205;190962.13025421216;0.07052062411033;0;0;1579.9345899999998;7.7055270435904655;1579.6330439360454;0.001470956409534;0.3015460639544471;190962.43190672665;190962.13036066268;-0.0001064505195245;5838.991612164289;-0.000612164289123;7.706998519270777;-5.192707774881455e-07;0.680270119749697;190918.14426918564;190917.8426166712;-0.3016525144630577;190918.03202505902;-0.1894083878141828;1598.371614;1560.969109;-0.5284569999998894;;1577.349179;;1597.2294985255692;1561.3892789855693;-0.6473103609523605;;1575.862278566538;
27;116;89;205;Ac;14106.693;50.818;7.662851;0.248;*;;205;190970.3979564828;0.0508176608284446;0;0;1570.884455;7.666252532190863;1571.5817690991269;-0.0034015321908631;-0.6973140991269702;190969.7008349609;190970.39814906009;-0.0001925773103721;14106.693882775957;-0.0008827759556879;7.662851939401476;-9.394014757191372e-07;0.7002657715587297;190924.92219412109;190925.6193156429;0.6971215218363795;190925.84332176013;-0.22400611723423935;1589.987493;;;;1569.5367239999998;;1589.963450349238;;;;1569.1641287748494;
50;128;78;206;Pt;-9632.0;298.0;7.822;1.0;4583;422.0;205;191878.15371728755;0.2980781131903999;-1;1;1611.332;7.802485266646571;1607.3119649291937;0.0195147333534286;4.020035070806443;191882.14187347484;191878.12183840404;0.0318788834847509;-9631.649032477431;-0.3509675225686806;7.821845248138398;0.0001547518616016;0.5010373196546951;191842.7849926407;191838.79683645337;-3.988156187318964;191839.14358548584;-0.3467490324692335;1618.864;1603.44;-0.36000000000012733;1629.511728;;;1617.293122525;1596.8320106177173;-0.4987967156700961;1623.5690372426102;;
48;127;79;206;Au;-14215.0;298.0;7.84;1.0;6731;299.0;205;191873.57076629723;0.2980781131903999;1;-1;1615.04;7.810045583388677;1608.8693901780675;0.0299544166113223;6.17060982193243;191879.80210162335;191873.63149180144;-0.0607255042123142;-14214.600022778415;-0.399977221582958;7.84029478400107;-0.0002947840010705;0.5173436176488615;191839.9505281365;191833.7191928104;-6.231335326156113;191833.95029283315;-0.23110002276371233;1623.232;1605.48;-1.3679999999999382;1632.214064;1596.096;-1.769935999999916;1619.5473497978587;1597.679376760111;-0.5120537981654252;1623.7144431827803;1592.0630854310723;-1.9612517422824567
46;126;80;206;Hg;-20945.801;20.44;7.869172;0.099;1307.566;20.41;205;191866.8395626192;0.0204397751179279;-1;1;1621.049432;7.826209473272589;1612.1991514941535;0.0429625267274103;8.850280505846513;191875.6899937047;191866.8397131989;-0.0001505796681158;-20945.803700802186;0.0027008021861547;7.869172730969262;-7.309692620083297e-07;0.5339958805479216;191835.34407353005;191826.49364244452;-8.850431085505988;191826.78934614535;-0.2957037008309271;1629.511728;1608.65118;-3.935956000000033;1636.430224;1603.44;-2.2286400000000413;1623.5690372426102;1600.3039877330257;-0.5252780126711514;1625.6273092948436;1596.8320106177173;-1.9389830757461368
44;125;81;206;Tl;-22253.367;1.284;7.871721;0.006;1532.217;0.612;205;191865.53199640097;0.0012835988749261;1;-1;1621.574526;7.823447459092057;1611.6301765729636;0.0482735409079433;9.944349427036514;191875.4766220233;191865.53227259623;-0.0002761952928267;-22253.369919036755;0.0029190367567935;7.871722340753903;-1.3407539034560043e-06;0.5509989482390603;191834.63670596565;191824.6920803433;-9.944625622330932;191825.38905026234;-0.6969699190522078;1632.214064;1607.5246920000002;-3.4102960000000166;1632.769424;1605.48;-4.899628000000121;1623.7144431827803;1599.0070396616886;-0.5388703014582461;1623.663893902325;1597.679376760111;-1.9170824834911855
42;124;82;206;Pb;-23785.584;1.144;7.875362;0.006;-3757.306;7.546;205;191863.9997798868;0.0011429432652644;-1;1;1622.324572;7.829289018053327;1612.833537718985;0.0460729819466729;9.491034281014665;191873.4909142747;191863.99987999367;-0.000100106903119;-23785.586433242886;0.0024332428874913;7.8753624859558995;-4.85955899520718e-07;0.5683577563871737;191832.1573580745;191822.66622368657;-9.491134387935745;191822.5352101198;0.13101356677361764;1636.430224;1607.506128;-0.7127920000000358;1630.586464;1608.65118;-5.411499999999933;1625.6273092948436;1599.4873364208731;-0.5524297222534642;1623.4679386817;1600.3039877330257;-1.895149023244585
40;123;83;206;Bi;-20028.278;7.632;7.853324;0.037;-1839.604;8.6;205;191867.75708524283;0.0076317311917779;1;-1;1617.784744;7.816204672950154;1610.1381626277318;0.0371193270498455;7.6465813722682014;191875.4039427634;191867.75736139112;-0.0002761482901405;-20028.281077166957;0.0030771669553359;7.8533253405257;-1.3405257002219173e-06;0.5860773384162268;191833.5771071945;191825.93024967395;-7.646857520565391;191825.94583075112;-0.015581077168462798;1632.769424;1602.25986;-0.5402040000001307;1624.80448;1607.5246920000002;-3.2403159999998934;1623.663893902325;1596.046074135806;-0.566357217332552;1619.3957019564928;1599.0070396616886;-1.8735836372823087
38;122;84;206;Po;-18188.674;4.012;7.840597;0.019;-5758.956;15.58;205;191869.59669015385;0.0040110136106183;-1;1;1615.162982;7.811723900988785;1609.2151236036896;0.0288730990112151;5.947858396310494;191875.54463518484;191869.59677678853;-8.663471089676023e-05;-18188.67616618929;0.00216618928971;7.840597420556892;-4.205568924220416e-07;0.6041628274921595;191833.22488615435;191827.27694112333;-5.947945031017298;191826.9926172895;0.284323833824601;1630.586464;1599.172932;-0.5665680000001885;1621.207744;1607.506128;-1.6120920000000751;1623.4679386817;1594.3820566812603;-0.5802518444188536;1617.0909254031792;1599.4873364208731;-1.8519853833267916
36;121;85;206;At;-12429.718;15.056;7.808842999999999;0.073;-3296.753;17.33;205;191875.35564686108;0.0150548077043226;1;-1;1608.6216579999998;7.788317224962974;1604.3933483423723;0.0205257750370257;4.228309657627278;191879.5840638436;191875.355754186;-0.0001073249150067;-12429.71945893073;0.001458930728404;7.80884352099468;-5.209946802864351e-07;0.6226194585075481;191836.77177249343;191832.5433555109;-4.228416982543422;191832.38307496984;0.16028054105117917;1624.80448;1591.924608;-0.514227999999548;1613.435824;1602.25986;-1.547631999999794;1619.3957019564928;1588.7964801824628;-0.5945145457890249;1610.9098673452836;1596.046074135806;-1.8307552036549168
34;120;86;206;Rn;-9132.965;8.591;7.789041;0.042;-7890.549;29.475;205;191878.6524001079;0.0085911701186095;-1;1;1604.542446;7.773514122078964;1601.343909148267;0.0155268779210357;3.198536851733252;191881.85115643512;191878.6526195834;-0.0002194754779338;-9132.966212091029;0.0012120910287194;7.789042065414974;-1.0654149740219054e-06;0.6414525700682181;191838.54669924584;191835.34794291863;-3.1987563272123225;191835.04660913072;0.30133378790924326;1621.207744;1587.2370959999998;-0.6400519999999688;1608.259536;1599.172932;-1.6524239999998827;1617.0909254031792;1584.9881485141868;-0.6087443791677742;1606.4962694592816;1594.3820566812603;-1.8094921559918475
32;119;87;206;Fr;-1242.416;28.195;7.746939999999999;0.137;-4807.955;33.455;205;191886.54294973088;0.0281944635313969;1;-1;1595.86964;7.739785115130512;1594.3957337168854;0.0071548848694877;1.473906283114502;191888.0169852639;191886.5430789808;-0.0001292499364353;-1242.4165891068294;0.0005891068294658;7.746940627426826;-6.27426826937949e-07;0.6606676064819853;191844.22074416035;191842.74670862727;-1.4740355330286548;191842.45682521645;0.289883410820039;1613.435824;1577.877168;-0.42628799999988587;1598.45192;1591.924608;-1.362751999999773;1610.9098673452836;1577.258257801659;-0.6233422868281195;1598.2063900686976;1588.7964801824628;-1.7885971826103741
30;118;88;206;Ra;3565.539;18.008;7.719802;0.087;-9913.913;53.608;206;191891.35090498492;0.018007644013115;-1;1;1590.279212;7.714659681323863;1589.2198943527158;0.0051423186761363;1.0593176472841606;191892.4104780255;191891.35116037825;-0.0002553932718001;3565.538664941183;0.0003350588171997;7.719803239773135;-1.239773135708333e-06;0.680270119749697;191848.1228404845;191847.063267444;-1.059573040547548;191847.22582877902;-0.16256133501883596;1608.259536;1571.6453760000002;-0.6535119999996368;1591.739136;1587.2370959999998;-1.5821920000000773;1606.4962694592816;1571.3056119196528;-0.637907326497043;1591.6839708500072;1584.9881485141868;-1.7676693412374789
28;117;89;206;Ac;13479.452;50.493;7.667879;0.245;*;;206;191901.26481908667;0.0504925693862463;1;-1;1579.583074;7.670608343452772;1580.145318751271;-0.0027293434527715;-0.5622447512707822;191900.70270702435;191901.26495177564;-0.0001326889614574;13479.45276668186;-0.0007666818601137;7.667879644121146;-6.44121145754184e-07;0.7002657715587297;191855.9240661845;191856.4861782468;0.5621120623254683;191856.57672548015;-0.09054723335430026;1598.45192;;;;1577.877168;;1598.2063900686976;;;;1577.258257801659;
51;129;78;207;Pt;-4540.0;401.0;7.798;2.0;6270;500.0;206;192814.73936777847;0.4005424645995999;0;0;1614.186;7.785781741088329;1611.6568204052842;0.0122182589116706;2.5291795947157425;192817.3624397143;192814.8332601196;-0.0938923411304131;-4540.102261532149;0.1022615321489865;7.798453586188973;-0.0004535861889731;0.5010373196546951;192778.00555888016;192775.38248694432;-2.623071935842745;192775.82648920585;-0.44400226153084077;;1606.585;;1632.917;;;;1601.4246384517794;;1628.35793059583;;
49;128;79;207;Au;-10810.0;300.0;7.825;1.0;5677;301.0;206;192808.46948096636;0.2999411013978399;0;0;1619.775;7.801829079616021;1614.9786194805165;0.0231709203839791;4.796380519483819;192813.2582940365;192808.461913517;0.0075674493273254;-10809.989073673369;-0.0109263266313064;7.824963442273753;3.655772624711062e-05;0.5173436176488615;192773.40672054965;192768.6179074795;-4.788813070161268;192768.94469655317;-0.3267890736751724;1627.692;1611.505;-0.3530000000000655;1637.179973;1600.4350000000002;-1.935026999999991;1625.4026777835345;1604.0499370427617;-0.5046241347367868;1630.26310608501;1597.731682518008;-1.9624503580150758
47;127;80;207;Hg;-16487.444;29.808;7.84861;0.144;4547.008;30.3;206;192802.79202440413;0.02980781131904;0;0;1624.66227;7.8127615160898145;1617.2416338305916;0.0358484839101853;7.420636169408453;192810.21293308385;192802.7922969144;-0.0002725102822296;-16487.445635861834;0.0016358618340746;7.848611316474797;-1.3164747967309154e-06;0.5339958805479216;192769.8670129092;192762.4461042295;-7.4209086796909105;192762.64164986534;-0.19554563585552387;1632.917;1614.32006;-2.0874800000001414;1640.367432;1606.585;-2.3721080000000256;1628.35793059583;1605.6075782909531;-0.5177587743999084;1631.1182042510743;1601.4246384517794;-1.9404249583294586
45;126;81;207;Tl;-21034.451;5.439;7.866796999999999;0.026;1417.595;5.402;206;192798.24501604532;0.005438994071621;0;0;1628.4269789999998;7.818579050509714;1618.4458634555108;0.0482179494902847;9.981115544489056;192808.22635685632;192798.24524131184;-0.0002252664708066;-21034.453994661315;0.0029946613140054;7.866798088243872;-1.0882438727932708e-06;0.5509989482390603;192767.38644079867;192757.4050999877;-9.98134081097669;192758.10275398236;-0.6976539946626872;1637.179973;1615.07077;-4.603214999999636;1640.229283;1611.505;-5.119674999999688;1630.26310608501;1606.0975621963548;-0.5310586296568545;1630.9232250940229;1604.0499370427617;-1.9185647742369838
43;125;82;207;Pb;-22452.047;1.147;7.869866;0.006;-2397.420;2.118;206;192796.8274208121;0.0011457377475756;0;0;1629.062262;7.81928168287572;1618.591308355274;0.0505843171242803;10.470953644726023;192807.298565354;192796.82761170928;-0.0001908971753437;-22452.049227908028;0.0022279080294538;7.869866922208539;-9.22208538867153e-07;0.5683577563871737;192765.9650091538;192755.4938646119;-10.47114454189432;192755.9394138398;-0.4455492279084865;1640.367432;1614.237855;-3.519236999999748;1637.554292;1614.32006;-6.250171999999793;1631.1182042510743;1605.5198887589663;-0.5445237005071704;1629.6781686138554;1605.6075782909531;-1.896869805739243
41;124;83;207;Bi;-20054.627;2.397;7.854505;0.012;-2908.852;6.614;206;192799.22484072065;0.0023967343288715;0;0;1625.8825350000002;7.814869413187828;1617.6779685298804;0.0396355868121727;8.204566470119744;192807.4295585768;192799.22499210667;-0.0001513860479462;-20054.629319387303;0.0023193873021227;7.854505731333621;-7.313336203296217e-07;0.5860773384162268;192765.60272300796;192757.3980051517;-8.204717856191564;192757.39223447113;0.005770680581917986;1640.229283;1610.74978;-0.7860070000003816;1633.288393;1615.07077;-3.4059070000002976;1630.9232250940229;1603.874557978788;-0.5581539869499466;1627.3830348105726;1606.0975621963548;-1.8753400528335078
39;123;84;207;Po;-17145.775;6.659;7.836672999999999;0.032;-3918.358;14.075;206;192802.1336928093;0.0066583198533905;0;0;1622.1913109999998;7.805342241446042;1615.705843979331;0.031330758553957;6.485467020669148;192808.6193365248;192802.1338695041;-0.0001766947971191;-17145.777230676737;0.0022306767350528;7.836673853598065;-8.535980660084874e-07;0.6041628274921595;192766.29958749432;192759.81394377883;-6.485643715481274;192759.64922100952;0.16472276931745;1637.554292;1606.42428;-0.40404999999964275;1628.564575;1614.237855;-1.5801919999994425;1629.6781686138554;1601.1615698558196;-0.5719494889867747;1624.0378236841734;1605.5198887589663;-1.8539755155220519
37;122;85;207;At;-13227.416;12.406;7.813964;0.06;-4592.654;15.037;206;192806.05205163293;0.0124056384733429;0;0;1617.490548;7.790700167650361;1612.6749347036248;0.023263832349639;4.815613296375204;192810.8678991979;192806.05228590156;-0.000234268605709;-13227.418407066809;0.0024070668077911;7.813965131732402;-1.1317324020154729e-06;0.6226194585075481;192768.05560784772;192763.2397602828;-4.815847564983415;192763.24327868983;-0.003518407029332593;1633.288393;1601.092435;-0.6002679999999145;1622.610792;1610.74978;-1.6205239999999321;1627.3830348105726;1597.380924390061;-0.5859102066160631;1619.642535234659;1603.874557978788;-1.8327761938026015
35;121;86;207;Rn;-8634.762;8.497;7.787998;0.041;-5790.421;19.458;206;192810.6447059973;0.0084961577200301;0;0;1612.115586;7.770943191800784;1608.5852407027623;0.0170548081992159;3.5303452972375453;192814.1752465962;192810.64490129892;-0.0001953016326297;-8634.764042688677;0.0020426886767381;7.787998943486148;-9.434861478752056e-07;0.6414525700682181;192770.8707894069;192767.34024880803;-3.530540598876541;192767.24791285073;0.09233595730620436;1628.564575;1595.04801;-0.6185869999997067;1616.200553;1606.42428;-1.6063389999999345;1624.0378236841734;1592.5326215815126;-0.6000361398387213;1614.1971694620286;1601.1615698558196;-1.811742087676521
33;120;87;207;Fr;-2844.341;17.505;7.756246;0.085;-6388.826;56.008;206;192816.43512857545;0.0175046371971062;0;0;1605.542922;7.746071313897313;1603.4367619767438;0.0101746861026867;2.10616002325628;192818.5413787196;192816.4352186964;-9.012091322802009e-05;-2844.34146455776;0.0004645577600967;7.756246435366698;-4.353666982481741e-07;0.6606676064819853;192774.7451376161;192772.6388874719;-2.106250144162914;192772.39282893646;0.24605853544198908;1622.610792;1587.86563;-0.6094220000002224;1608.43265;1601.092435;-1.5607590000001892;1619.642535234659;1586.6166614301735;-0.614327288655204;1607.7017263662822;1597.380924390061;-1.7908731971444922
31;119;88;207;Ra;3544.485;53.202;7.721602;0.257;-7601.748;73.276;207;192822.8239550752;0.0532022857339678;0;0;1598.371614;7.716084533939948;1597.2294985255692;0.0055174660600521;1.142115474430739;192823.9662955682;192822.82418009377;-0.0002250185643788;3544.485035207627;-3.520762675179867e-05;7.721603087046221;-1.087046221037724e-06;0.680270119749697;192779.67865802723;192778.53631753425;-1.1423404930101242;192778.39963249903;0.13668503522058018;1616.200553;1579.9345899999998;-0.6080850000000737;1600.104;1595.04801;-1.5912179999997988;1614.1971694620286;1579.6330439360454;-0.6287836530643744;1600.1562059474202;1592.5326215815126;-1.770169522205606
29;118;89;207;Ac;11146.233;50.387;7.681099000000001;0.243;*;;207;192830.42570333477;0.0503863790584222;0;0;1589.987493;7.680982851928686;1589.963450349238;0.0001161480713145;0.0240426507621123;192830.449997142;192830.4259544912;-0.0002511564525775;11146.233294748434;-0.0002947484335891;7.681100213316164;-1.2133161630956124e-06;0.7002657715587297;192785.6713563021;192785.64706249489;-0.0242938072187826;192785.81892920015;-0.17186670526280068;1608.43265;1570.884455;-0.6578810000003159;;1587.86563;;1607.7017263662822;1571.5817690991269;-0.6434052330669147;;1586.6166614301735;
52;130;78;208;Pt;-990.0;400.0;7.783;2.0;5111;499.0;207;193749.7833955277;0.3996109704958799;-1;1;1618.864;7.7754477044471155;1617.293122525;0.0075522955528848;1.5708774750000885;193751.2915593101;193749.72068183517;0.0627136925759259;-990.1782322959672;0.1782322959671773;7.7826984918626225;0.0003015081373778;0.5010373196546951;193711.934678476;193710.4265146936;-1.5081637824187055;193710.99039292586;-0.5638782322639599;;1611.332;;1637.7900000000002;;;;1607.3119649291937;;1634.4286381242682;;
50;129;79;208;Au;-6101.0;298.0;7.804;1.0;7164;300.0;207;193744.67228738064;0.2980781131903999;1;-1;1623.232;7.786285335566628;1619.5473497978587;0.0177146644333721;3.684650202141256;193748.2549854347;193744.57033523257;0.1019521480775438;-6101.286379343507;0.2863793435071784;7.803509845441882;0.0004901545581184;0.5173436176488615;193708.40341194783;193704.8207138938;-3.58269805405871;193705.23020027316;-0.40948637935798615;1630.86;1615.04;-0.5640000000000782;1640.8534799999998;;;1629.7278751432395;1608.8693901780675;-0.4974342744103524;1635.2752157734462;;
48;128;80;208;Hg;-13265.406;30.739;7.834191;0.148;3484.726;30.795;207;193737.5081662289;0.0307393054227599;-1;1;1629.511728;7.805620371358703;1623.5690372426102;0.0285706286412965;5.942690757389755;193743.45095138732;193737.50826062995;-9.440103895030916e-05;-13265.407531075023;0.0015310750222852;7.834191453851208;-4.538512081708746e-07;0.5339958805479216;193703.1050312127;193697.16224605427;-5.942785158433253;193697.18695358533;-0.024707531061721966;1637.7900000000002;1621.049432;-0.1840239999996811;1645.55265;1611.332;-2.138805999999704;1634.4286381242682;1612.1991514941535;-0.5102848667986564;1637.8844105123524;1607.3119649291937;-1.9416990436743617
46;127;81;208;Tl;-16750.132;1.854;7.847183;0.009;4998.466;1.669;207;193734.02343933497;0.0018536732664028;1;-1;1632.214064;7.806319438378751;1623.7144431827803;0.0408635616212489;8.499620817219693;193742.52319884463;193734.0235780274;-0.0001386924413964;-16750.134425036504;0.0024250365022453;7.847183666790583;-6.667905827484333e-07;0.5509989482390603;193701.68328278695;193693.1835232773;-8.499759509664727;193693.51415770236;-0.3306344250740949;1640.8534799999998;1621.574526;-2.0001220000001467;1644.83382;1615.04;-4.554307999999992;1635.2752157734462;1611.6301765729636;-0.5234940191508031;1636.639419919408;1608.8693901780675;-1.9200762680850403
44;126;82;208;Pb;-21748.598;1.148;7.867453;0.006;-2878.375;2.013;207;193729.02497304385;0.0011466692416793;-1;1;1636.430224;7.815515910071364;1625.6273092948436;0.0519370899286366;10.802914705156354;193739.82798613;193729.0250714248;-9.838095866143703e-05;-21748.60071615622;0.0027161562175024;7.86745347298543;-4.729854294893698e-07;0.5683577563871737;193698.49442992976;193687.69141684365;-10.803013086115245;193688.1720175598;-0.48060071613872424;1645.55265;1622.324572;-4.983225999999831;1645.21266;1621.049432;-6.598355999999967;1637.8844105123524;1612.833537718985;-0.5366703583497383;1637.157046416192;1612.1991514941535;-1.8984206793415979
42;125;83;208;Bi;-18870.223;2.304;7.849853;0.011;-1400.628;2.397;207;193731.90334850844;0.0023035849184995;1;-1;1632.769424;7.806076412991947;1623.663893902325;0.043776587008053;9.105530097675;193741.00905491997;193731.90352482224;-0.0001763138279784;-18870.22525155757;0.0022515575692523;7.849853847662626;-8.476626254250164e-07;0.5860773384162268;193699.18221935103;193690.0765129396;-9.10570641150116;193690.40613819112;-0.3296252515283413;1644.83382;1617.784744;-2.920284000000038;1640.44923;1621.574526;-3.515092000000095;1636.639419919408;1610.1381626277318;-0.5502052575102425;1633.820487581125;1611.6301765729636;-1.8771236505615434
40;124;84;208;Po;-17469.596;1.737;7.839358;0.008;-4999.725;9.086;207;193733.3039756451;0.001736305009334;-1;1;1630.586464;7.805134320585096;1623.4679386817;0.0342236794149037;7.118525318300044;193740.422663538;193733.30413821968;-0.0001625745790079;-17469.598114905013;0.0021149050116946;7.839358781608518;-7.816085183520727e-07;0.6041628274921595;193698.1029145075;193690.98422661464;-7.118687892885646;193690.69882472954;0.28540188510669395;1645.21266;1615.162982;-0.7972859999999855;1637.29965;1622.324572;-1.5487060000000383;1637.157046416192;1609.2151236036896;-0.5637073435182174;1632.2465458357865;1612.833537718985;-1.8557938086282775
38;123;85;208;At;-12469.871;8.921;7.81156;0.043;-2814.279;14.269;207;193738.30370131624;0.0089209190313264;1;-1;1624.80448;7.785556259406215;1619.3957019564928;0.0260037405937847;5.408778043507255;193743.7125536606;193738.3037756171;-7.430085679516196e-05;-12469.872443758768;0.0014437587688007;7.811560357215617;-3.5721561708612626e-07;0.6226194585075481;193700.90026231043;193695.49140996608;-5.408852344349725;193695.49588240983;-0.00447244374663569;1640.44923;1608.6216579999998;-0.5380720000002839;1630.24575;1617.784744;-1.5784659999999349;1633.820487581125;1604.3933483423723;-0.577567989488216;1626.818418758597;1610.1381626277318;-1.8348225266565805
36;122;86;208;Rn;-9655.591;11.138;7.794268;0.054;-6989.672;16.251;207;193741.1179806716;0.01113787499818;-1;1;1621.207744;7.7744756028999;1617.0909254031792;0.0197923971001001;4.116818596820849;193745.23498361133;193741.1181650145;-0.0001843429054133;-9655.59308842564;0.0020884256409772;7.794268886264035;-8.862640354934115e-07;0.6414525700682181;193701.93052642205;193697.8135234823;-4.117002939747181;193697.73751657072;0.07600691157858819;1637.29965;1604.542446;-0.5733920000002399;1625.68728;1615.162982;-1.5652259999999387;1632.2465458357865;1601.343909148267;-0.5913958223050031;1623.1529087711365;1609.2151236036896;-1.8138184315323542
34;121;87;208;Fr;-2665.919;11.834;7.756903;0.057;-4393.774;14.881;207;193748.10765440203;0.0118337010936588;1;-1;1613.435824;7.744758977621556;1610.9098673452836;0.0121440223784441;2.5259566547165377;193750.63369506664;193748.10773841196;-8.400989463552833e-05;-2665.9193579649623;0.0003579649624043;7.756903403893655;-4.038936545214256e-07;0.6606676064819853;193706.83745396303;193704.31141329848;-2.526040664582979;193704.23433265646;0.07708064201870002;1630.24575;1595.86964;-0.7562579999998889;1616.55816;1608.6216579999998;-1.6918299999999817;1626.818418758597;1594.3957337168854;-0.6055822150847234;1615.6332134518248;1604.3933483423723;-1.7931728963701516
