N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene;Delta_2n;Delta_2p
5;46;41;87;Nb;-73874.493;6.802;8.5517579;0.0782;-6989.6757;7.3781;920692.473;7.302;0;8.71545468424422;-0.16369678424421963;-0.012985700000001543;-0.02479139999999802
3;45;42;87;Mo;-66884.817;2.857;8.4624243;0.0328;-9194.7656;5.0729;928196.198;3.067;0;8.622396083881059;-0.15997178388105837;-0.018531499999999923;-0.020433199999999374
1;44;43;87;Tc;-57690.052;4.192;8.3477449;0.0482;-11960;400;938067.185;4.500;0;8.501392296360551;-0.15364739636055091;-0.029913999999999774;-0.032778100000001587
-1;43;44;87;Ru;-45730;400;8.201;5;*;;950907;429;0;8.352443321682701;-0.15144332168270047;-0.034624000000000876;
26;57;31;88;Ga;-22390;500;8.05;6;17129;640;975963;537;1;8.026574912904113;0.02342508709588742;;
24;56;32;88;Ge;-39520;400;8.236;5;10930;447;957574;429;-1;8.247067857439104;-0.011067857439103435;-0.008370000000002875;-0.044232800000001404
22;55;33;88;As;-50450;200;8.351;2;13434;200;945840;215;1;8.38595225422351;-0.03495225422350856;-0.005278500000001074;-0.041813500000001724
20;54;34;88;Se;-63884.203;3.357;8.495004499999999;0.0382;6831.7640;4.6125;931417.490;3.604;-1;8.55176664976564;-0.05676214976564076;-0.012419399999998859;-0.044119099999999634
18;53;35;88;Br;-70715.967;3.171;8.563747900000001;0.0360;8975.3282;4.1059;924083.290;3.404;1;8.635972497557185;-0.07222459755718447;-0.016943400000002384;-0.039248100000001784
16;52;36;88;Kr;-79691.295;2.608;8.6568499;0.0296;2917.7090;2.6130;914447.879;2.800;-1;8.747108344106456;-0.09025844410645689;-0.010410399999999598;-0.03587309999999988
14;51;37;88;Rb;-82609.004;0.159;8.681115400000001;0.0018;5312.6243;0.1590;911315.590;0.170;1;8.776635642905141;-0.09552024290514005;-0.03380320000000303;-0.036487100000002215
12;50;38;88;Sr;-87921.62876;0.00561;8.732595799999999;0.0003;-3622.6000;1.5000;905612.253;0.006;-1;8.833092940461553;-0.10049714046155422;-0.06073069999999703;-0.04319219999999646
10;49;39;88;Y;-84299.029;1.500;8.6825396;0.0170;-670.1549;5.6076;909501.274;1.610;1;8.807941690267377;-0.12540209026737692;-0.03327209999999958;-0.0348007999999993
8;48;40;88;Zr;-83628.874;5.403;8.6660339;0.0614;-7457.3187;57.8921;910220.715;5.800;-1;8.80972043883093;-0.14368653883092897;-0.008045600000000874;-0.026582700000000514
6;47;41;88;Nb;-76171.555;57.808;8.5724013;0.6569;-3485.0021;57.9345;918226.476;62.059;1;8.729890639643894;-0.15748933964389522;-0.009202499999998892;-0.023013299999997017
4;46;42;88;Mo;-72686.553;3.819;8.5239087;0.0434;-11016.2515;5.6021;921967.779;4.100;-1;8.676990839214586;-0.15308213921458602;-0.016071399999997737;-0.02399669999999965
2;45;43;88;Tc;-61670.301;4.099;8.3898338;0.0466;-7331;300;933794.211;4.400;1;8.542482491034692;-0.1526486910346918;-0.01630759999999931;-0.023444500000001867
0;44;44;88;Ru;-54340;300;8.298;3;-17479;500;941664;322;-1;8.434904141612526;-0.13690414161252562;-0.05323160000000016;-0.04828249999999912
-2;43;45;88;Rh;-36860;400;8.09;5;*;;960429;429;1;8.24571724443977;-0.15571724443977075;;
25;57;32;89;Ge;-33040;400;8.161;4;13490;500;964530;429;0;8.169829277229463;-0.008829277229462917;;
23;56;33;89;As;-46530;300;8.304;3;12462;300;950048;322;0;8.343043972069681;-0.03904397206968113;-0.00514790000000076;-0.042075800000000996
21;55;34;89;Se;-58992.398;3.729;8.4352799;0.0419;9281.8730;4.9510;936669.058;4.003;0;8.489505376621493;-0.05422547662149313;-0.006629599999998348;-0.04380789999999912
19;54;35;89;Br;-68274.271;3.264;8.530780199999999;0.0367;8261.5231;3.9045;926704.558;3.504;0;8.609213490884892;-0.07843329088489348;-0.013725699999998398;-0.0401461999999988
17;53;36;89;Kr;-76535.795;2.142;8.6148158;0.0241;5176.6042;5.8342;917835.449;2.300;0;8.702168314859886;-0.08735251485988549;-0.012595700000002097;-0.03666370000000185
15;52;37;89;Rb;-81712.399;5.427;8.6641895;0.0610;4496.6278;5.4265;912278.136;5.825;0;8.768369848546474;-0.10418034854647296;-0.009832600000002856;-0.03752640000000085
13;51;38;89;Sr;-86209.026;0.092;8.705923;0.0011;1502.1757;0.3510;907450.808;0.098;0;8.80781809194465;-0.10189509194464996;-0.0427338000000006;-0.04324710000000209
11;50;39;89;Y;-87711.202;0.339;8.714011000000001;0.0038;-2833.2285;2.7652;905838.156;0.363;0;8.820513045054419;-0.10650204505441785;-0.06823480000000082;-0.046139400000001274
9;49;40;89;Zr;-84877.974;2.780;8.673386500000001;0.0312;-4252.2191;23.7199;908879.751;2.983;0;8.80645470787578;-0.13306820787577855;-0.029803600000002817;-0.027908100000001212
7;48;41;89;Nb;-80625.755;23.630;8.6168184;0.2655;-5610.8105;23.9513;913444.696;25.367;0;8.765643080408733;-0.1488246804087332;-0.01098059999999812;-0.022135899999998543
5;47;42;89;Mo;-75014.944;3.912;8.5449851;0.0440;-7620.0875;5.4673;919468.149;4.200;0;8.698078162653278;-0.15309306265327827;-0.013917299999999244;-0.023386999999999603
3;46;43;89;Tc;-67394.857;3.819;8.450575800000001;0.0429;-9025.4327;24.5181;927648.649;4.100;0;8.603759954609416;-0.1531841546094146;-0.01675090000000168;-0.021393700000002625
1;45;44;89;Ru;-58369.424;24.219;8.340376000000001;0.2721;-12719;361;937337.849;26.000;0;8.482688456277144;-0.14231245627714273;-0.03682330000000178;-0.03532770000000163
-1;44;45;89;Rh;-45651;361;8.189;4;*;;950992;387;0;8.334863667656464;-0.14586366765646375;;
26;58;32;90;Ge;-28470;500;8.109;6;12520;640;969436;537;-1;8.117714014359958;-0.008714014359958;;
24;57;33;90;As;-40990;400;8.24;4;14810;518;955995;429;1;8.271533117382296;-0.03153311738229547;-0.007999999999999119;-0.04508769999999984
22;56;34;90;Se;-55800.223;329.749;8.3957672;3.6639;8200.0834;329.7660;940096.000;354.000;-1;8.451636241726037;-0.05586904172603724;-0.006529900000002087;-0.042859399999999326
20;55;35;90;Br;-64000.306;3.357;8.4781865;0.0373;10958.9533;3.8396;931292.848;3.604;1;8.553082617631523;-0.07489611763152304;-0.00771279999999841;-0.03595049999999844
18;54;36;90;Kr;-74959.259;1.863;8.591259899999999;0.0207;4406.3133;6.7158;919527.929;2.000;-1;8.680813014858412;-0.089553114858413;-0.012994899999998921;-0.03860829999999993
16;53;37;90;Rb;-79365.573;6.452;8.6315262;0.0717;6585.3721;6.4806;914797.557;6.926;1;8.729886663647044;-0.09836046364704387;-0.012514499999998208;-0.037715099999998
14;52;38;90;Sr;-85950.945;1.449;8.6960043;0.0161;545.9674;1.4060;907727.870;1.555;-1;8.805244333757079;-0.10924003375707869;-0.010505800000002452;-0.042480400000002305
12;51;39;90;Y;-86496.912;0.354;8.6933778;0.0039;2275.6350;0.3726;907141.749;0.379;1;8.801945255428858;-0.10856745542885804;-0.04262660000000018;-0.04326709999999956
10;50;40;90;Zr;-88772.547;0.118;8.7099699;0.0013;-6111.0165;3.3163;904698.755;0.126;-1;8.824930198422042;-0.11496029842204081;-0.06122760000000227;-0.029612800000002437
8;49;41;90;Nb;-82661.531;3.317;8.633377000000001;0.0369;-2489.0165;3.3163;911259.201;3.561;1;8.769258392976967;-0.135881392976966;-0.03197960000000322;-0.020670400000001976
6;48;42;90;Mo;-80172.514;3.463;8.5970285;0.0385;-9447.8181;3.6110;913931.270;3.717;-1;8.739870608853298;-0.14284210885329784;-0.012417100000000403;-0.02324910000000102
4;47;43;90;Tc;-70724.696;1.025;8.483360000000001;0.0114;-5840.8951;3.8685;924073.919;1.100;1;8.631826076291372;-0.14846607629137054;-0.01334220000000208;-0.02089760000000318
2;46;44;90;Ru;-64883.801;3.730;8.4097684;0.0414;-13250;200;930344.378;4.004;-1;8.550065565050849;-0.140297165050848;-0.016762800000002187;-0.020058600000002258
0;45;45;90;Rh;-51634;200;8.254;2;-11924;447;944569;215;1;8.38964830537207;-0.1356483053720705;-0.04457889999999942;-0.03816619999999915
-2;44;46;90;Pd;-39710;400;8.113;4;*;;957370;429;-1;8.255515067014693;-0.14251506701469374;;
25;58;33;91;As;-36500;400;8.189;4;14080;589;960816;429;0;8.224507787529179;-0.035507787529178714;;
23;57;34;91;Se;-50580.130;433.145;8.3348382;4.7598;10527.1716;433.1593;945700.000;465.000;0;8.38542604332202;-0.050587843322020376;-0.00939650000000114;-0.050567900000000776
21;56;35;91;Br;-61107.301;3.543;8.441924199999999;0.0389;9866.6724;4.1898;934398.617;3.804;0;8.520706628548075;-0.0787824285480756;-0.007469600000000298;-0.038927499999998005
19;55;36;91;Kr;-70973.974;2.236;8.5417519;0.0246;6771.0748;8.1153;923806.309;2.400;0;8.630349543207341;-0.08859764320734165;-0.010579499999998632;-0.035436400000000035
17;54;37;91;Rb;-77745.049;7.801;8.607562099999999;0.0857;5906.9010;8.8732;916537.261;8.375;0;8.714354787299818;-0.10679268729981928;-0.01001379999999763;-0.0354385999999991
15;53;38;91;Sr;-83651.950;5.453;8.663875899999999;0.0599;2699.3714;5.2468;910195.942;5.853;0;8.77272236082551;-0.10884646082551086;-0.009041299999998031;-0.04131529999999728
13;52;39;91;Y;-86351.321;1.843;8.6849421;0.0203;1544.2710;1.8403;907298.048;1.978;0;8.805452263784414;-0.12051016378441304;-0.0069677999999999685;-0.04150980000000004
11;51;40;91;Zr;-87895.592;0.095;8.693314899999999;0.0011;-1257.5644;2.9243;905640.205;0.101;0;8.812544496176528;-0.11922959617652928;-0.04162259999999662;-0.02929729999999786
9;50;41;91;Nb;-86638.028;2.926;8.670898300000001;0.0322;-4429.1934;6.7439;906990.256;3.140;0;8.793999058001859;-0.12310075800185771;-0.06079330000000205;-0.019207400000000874
7;49;42;91;Mo;-82208.834;6.238;8.6136286;0.0686;-6222.1768;6.6706;911745.190;6.696;0;8.749815949260402;-0.13618734926040155;-0.03086260000000074;-0.02240799999999865
5;48;43;91;Tc;-75986.657;2.363;8.5366558;0.0260;-7746.8246;3.2422;918424.972;2.536;0;8.679995169952154;-0.14333936995215346;-0.014157599999998993;-0.021667700000000067
3;47;44;91;Ru;-68239.833;2.221;8.4429287;0.0244;-9670;298;926741.530;2.384;0;8.58453672007712;-0.14160802007712014;-0.014018699999997608;-0.02230859999999879
1;46;45;91;Rh;-58570;298;8.328;3;-12400;300;937123;320;0;8.463440599635298;-0.13544059963529875;-0.03217449999999822;-0.030424199999997015
-1;45;46;91;Pd;-46170;423;8.183;5;*;;950435;454;0;8.31670680862669;-0.13370680862669104;;
26;59;33;92;As;-30380;500;8.121;5;16344;640;967386;537;1;8.150079181403832;-0.02907918140383181;;
24;58;34;92;Se;-46724;400;8.29;4;9509;400;949840;429;-1;8.343093733003855;-0.05309373300385545;-0.004232799999998704;-0.04666819999999916
22;57;35;92;Br;-56232.812;6.709;8.3849123;0.0729;12536.5161;7.2322;939631.595;7.202;1;8.460233125941107;-0.07532082594110712;-0.004638099999999312;-0.0370601999999991
20;56;36;92;Kr;-68769.329;2.701;8.512675;0.0294;6003.1210;6.6924;926173.092;2.900;-1;8.603034814017292;-0.0903598140172921;-0.00975830000000144;-0.035748399999999236
18;55;37;92;Rb;-74772.450;6.123;8.5694225;0.0666;8094.9212;6.4187;919728.477;6.573;1;8.669961343430705;-0.10053884343070507;-0.014554399999999745;-0.037851699999999155
16;54;38;92;Sr;-82867.371;3.423;8.648907;0.0372;1949.1237;9.3841;911038.222;3.675;-1;8.762550167983049;-0.11364316798304941;-0.007975299999998242;-0.03975249999999875
14;53;39;92;Y;-84816.494;9.127;8.6615894;0.0992;3642.5294;9.1271;908945.752;9.798;1;8.779263833872623;-0.11767443387262233;-0.006994199999999395;-0.042751199999999656
12;52;40;92;Zr;-88459.024;0.094;8.692678299999999;0.0011;-2005.7335;1.7823;905035.336;0.101;-1;8.821639794901127;-0.1289614949011284;-0.008585099999995904;-0.027018199999996995
10;51;41;92;Nb;-86453.290;1.784;8.6623731;0.0194;355.2968;1.7911;907188.580;1.915;1;8.78814059726686;-0.12576749726686032;-0.04246779999999717;-0.022631099999998128
8;50;42;92;Mo;-86808.587;0.157;8.6577312;0.0017;-7882.8841;3.1063;906807.153;0.168;-1;8.780303694771526;-0.12257249477152499;-0.056099800000000144;-0.021830500000000086
6;49;43;92;Tc;-78925.703;3.102;8.563544;0.0337;-4624.4922;4.1246;915269.777;3.330;1;8.69659163361342;-0.13304763361341898;-0.03499069999999804;-0.021307699999999485
4;48;44;92;Ru;-74301.211;2.718;8.504774;0.0295;-11302.1155;5.1531;920234.373;2.917;-1;8.638541867594244;-0.1337678675942442;-0.016117599999997623;-0.02083629999999914
2;47;45;92;Rh;-62999.095;4.378;8.3734211;0.0476;-8220.0000;345.0000;932367.692;4.700;1;8.504616942912298;-0.13119584291229813;-0.02043890000000026;-0.02548219999999901
0;46;46;92;Pd;-54779.095;345.028;8.2755695;3.7503;-17249;528;941192.225;370.402;-1;8.396354313369283;-0.12078481336928348;-0.04645580000000038;-0.039370599999998035
-2;45;47;92;Ag;-37530;400;8.08;4;*;;959710;429;1;8.212216525163498;-0.13221652516349813;;
25;59;34;93;Se;-40860;400;8.225;4;12030;588;956135;429;0;8.273607176641939;-0.04860717664193892;-0.003161799999999104;
23;58;35;93;Br;-52890.235;430.816;8.345598599999999;4.6324;11245.7673;430.8234;943220.000;462.500;0;8.423035779870236;-0.07743717987023757;-0.004272999999999527;-0.042000499999996777
21;57;36;93;Kr;-64136.002;2.515;8.4581085;0.0270;8483.8977;8.2243;931147.172;2.700;0;8.547872474138037;-0.08976397413803738;-0.008468799999999277;-0.03229130000000069
19;56;37;93;Rb;-72619.900;7.830;8.5409209;0.0842;7465.9434;8.8761;922039.334;8.406;0;8.648117259445334;-0.10719635944533401;-0.014082999999999402;-0.03495320000000035
17;55;38;93;Sr;-80085.844;7.554;8.6127875;0.0812;4141.3118;11.6972;914024.314;8.109;0;8.723770135792128;-0.11098263579212819;-0.012611600000001388;-0.0402307000000004
15;54;39;93;Y;-84227.155;10.488;8.6489054;0.1128;2894.8723;10.4830;909578.434;11.259;0;8.774831103178423;-0.12592570317842267;-0.007904299999999864;-0.04303540000000261
13;53;40;93;Zr;-87122.028;0.456;8.6716207;0.0049;90.8123;1.4838;906470.661;0.489;0;8.801300161604217;-0.1296794616042174;-0.0063341000000018965;-0.030644300000000513
11;52;41;93;Nb;-87212.840;1.490;8.6641849;0.0160;-405.7609;1.5012;906373.170;1.599;0;8.80317731106951;-0.1389924110695091;-0.010258200000000883;-0.020736599999999328
9;51;42;93;Mo;-86807.079;0.181;8.6514095;0.0020;-3200.9629;1.0040;906808.772;0.193;0;8.7804625515743;-0.12905305157429936;-0.04046919999999865;-0.02203349999999915
7;50;43;93;Tc;-83606.116;1.012;8.6085782;0.0109;-6389.3929;2.2995;910245.147;1.086;0;8.733155883118588;-0.12457768311858786;-0.0578094999999994;-0.020887399999999445
5;49;44;93;Ru;-77216.723;2.065;8.5314627;0.0222;-8204.9136;3.3425;917104.442;2.216;0;8.661257305702378;-0.12979460570237755;-0.03252610000000011;-0.020316100000000503
3;48;45;93;Rh;-69011.810;2.629;8.4348255;0.0283;-10030.0000;370.0000;925912.778;2.821;0;8.564766819325666;-0.1299413193256651;-0.0162803000000018;-0.017995200000001432
1;47;46;93;Pd;-58981.810;370.009;8.3185637;3.9786;-12582;545;936680.426;397.221;0;8.44368442398845;-0.12512072398845042;-0.02514670000000052;-0.023198700000001793
-1;46;47;93;Ag;-46400;401;8.175;4;*;;950188;430;0;8.298010119690735;-0.1230101196907345;;
26;60;34;94;Se;-36803;500;8.18;5;10846;539;960490;537;-1;8.227483100466545;-0.047483100466545025;;
24;59;35;94;Br;-47650;200;8.287;2;13698;201;948846;215;1;8.358916199795562;-0.0719161997955613;-0.005087700000002471;-0.044103700000000856
22;58;36;94;Kr;-61347.780;12.109;8.4243318;0.1288;7215.0114;12.2782;934140.452;13.000;-1;8.51541299408305;-0.09108119408305093;-0.00511649999999797;-0.03745949999999887
20;57;37;94;Rb;-68562.791;2.029;8.4927644;0.0216;10282.9297;2.6230;926394.819;2.177;1;8.59865928794093;-0.10589488794092894;-0.007210000000000605;-0.03118960000000115
18;56;38;94;Sr;-78845.721;1.663;8.5938344;0.0177;3505.7517;6.4220;915355.641;1.785;-1;8.706969276757274;-0.11313487675727352;-0.01755770000000112;-0.039665500000001686
16;55;39;94;Y;-82351.473;6.380;8.622806800000001;0.0679;4917.8589;6.3799;911592.062;6.849;1;8.742028765144015;-0.11922196514401406;-0.014597300000001923;-0.047304300000002186
14;54;40;94;Zr;-87269.332;0.164;8.666801600000001;0.0018;-900.2684;1.5000;906312.523;0.175;-1;8.802151948489222;-0.13535034848922045;-0.0055966000000040594;-0.03070820000000296
12;53;41;94;Nb;-86369.063;1.491;8.648901400000002;0.0159;2045.0163;1.4937;907279.001;1.600;1;8.789024631404821;-0.14012323140481975;-0.006542900000003016;-0.021346100000002366
10;52;42;94;Mo;-88414.079;0.141;8.6623341;0.0015;-4255.7476;4.0687;905083.586;0.151;-1;8.80096100927889;-0.138626909278889;-0.012949000000000765;-0.022576900000002453
8;51;43;94;Tc;-84158.332;4.071;8.608737300000001;0.0433;-1574.7296;5.1433;909652.319;4.370;1;8.739646886723351;-0.13090958672334985;-0.03906330000000224;-0.020428000000002555
6;50;44;94;Ru;-82583.602;3.143;8.583662;0.0334;-9675.9789;4.6150;911342.860;3.374;-1;8.70339645912628;-0.11973445912627945;-0.05313700000000132;-0.019572100000001313
4;49;45;94;Rh;-72907.623;3.379;8.4724033;0.0359;-6805.3428;5.4588;921730.450;3.627;1;8.593895531099601;-0.12149223109960161;-0.036711999999999634;-0.02097229999999861
2;48;46;94;Pd;-66102.281;4.287;8.3916832;0.0456;-13700;400;929036.286;4.602;-1;8.50945829803139;-0.11777509803139097;-0.01777620000000013;-0.019592399999998733
0;47;47;94;Ag;-52402;400;8.238;4;-11962;640;943744;429;1;8.351770564533572;-0.11377056453357248;-0.03570969999999818;-0.03357889999999841
-2;46;48;94;Cd;-40440;500;8.102;5;*;;956586;537;-1;8.219146525994223;-0.11714652599422237;;
27;61;34;95;Se;-30460;500;8.112;5;13390;583;967300;537;0;8.1553021088615;-0.04330210886149999;;
25;60;35;95;Br;-43850;300;8.245;3;12309;301;952925;322;0;8.317590589288162;-0.07259058928816309;-0.0044013999999990006;
23;59;36;95;Kr;-56158.920;18.630;8.3659963;0.1961;9731.3868;27.5124;939710.922;20.000;0;8.456268819719565;-0.09027251971956396;-0.00401960000000301;-0.03514370000000078
21;58;37;95;Rb;-65890.307;20.245;8.460196700000001;0.2131;9226.9772;20.2036;929263.849;21.733;0;8.571336800155706;-0.11114010015570486;-0.003285300000001712;-0.03333320000000306
19;57;38;95;Sr;-75117.284;5.810;8.549087499999999;0.0612;6090.6528;7.2395;919358.282;6.237;0;8.662794530596587;-0.11370703059658815;-0.013538599999996848;-0.036348299999998446
17;56;39;95;Y;-81207.937;6.779;8.6049644;0.0714;4452.0031;6.7718;912819.697;7.277;0;8.730642011042207;-0.12567761104220665;-0.019561799999999963;-0.04586950000000023
15;55;40;95;Zr;-85659.940;0.869;8.6435924;0.0092;1126.3312;0.9854;908040.276;0.933;0;8.774879241492565;-0.13128684149256564;-0.011845899999999077;-0.03930469999999886
13;54;41;95;Nb;-86786.272;0.508;8.647213299999999;0.0054;925.6009;0.4938;906831.110;0.545;0;8.795506221947663;-0.14829292194766452;-0.007103299999997148;-0.02179579999999781
11;53;42;95;Mo;-87711.872;0.123;8.6487212;0.0013;-1690.5175;5.0782;905837.436;0.132;0;8.7925229524075;-0.1438017524074997;-0.010940300000001457;-0.021541800000001388
9;52;43;95;Tc;-86021.355;5.080;8.6226911;0.0535;-2563.5961;10.5310;907652.281;5.453;0;8.765929432872076;-0.143238332872075;-0.013078600000001828;-0.021302400000001498
7;51;44;95;Ru;-83457.759;9.502;8.587470600000001;0.1000;-5117.1423;10.2656;910404.415;10.200;0;8.715725663341392;-0.12825506334139014;-0.039198600000002415;-0.021101400000002712
5;50;45;95;Rh;-78340.616;3.886;8.5253707;0.0409;-8374.7035;4.9281;915897.893;4.171;0;8.641911643815448;-0.11654094381544766;-0.05602099999999943;-0.01895109999999889
3;49;46;95;Pd;-69965.913;3.031;8.4289807;0.0319;-10060;400;924888.506;3.253;0;8.54448737429424;-0.11550667429423989;-0.036967399999999984;-0.01619740000000114
1;48;47;95;Ag;-59906;400;8.315;4;-12850;400;935688;429;0;8.423452854777777;-0.10845285477777722;-0.03178789999999765;-0.030174499999999327
-1;47;48;95;Cd;-47056;566;8.171;6;*;;949483;607;0;8.278808085266048;-0.10780808526604879;;
26;61;35;96;Br;-38210;300;8.184;3;14872;301;958980;322;1;8.250429651802373;-0.06642965180237326;-0.0029999999999983373;
24;60;36;96;Kr;-53081.682;19.277;8.3308721;0.2008;8272.6693;19.5669;943014.473;20.695;-1;8.419376130436524;-0.088504030436523;-0.0034124000000019805;-0.03600570000000225
22;59;37;96;Rb;-61354.351;3.353;8.4088963;0.0349;11563.8970;9.1062;934133.398;3.599;1;8.517551820113471;-0.10865552011347113;0.005701200000000739;-0.03317640000000033
20;58;38;96;Sr;-72918.248;8.466;8.5212041;0.0882;5411.7380;9.7257;921719.045;9.089;-1;8.640214655274784;-0.11901055527478377;-0.0028353000000009843;-0.03667800000000199
18;57;39;96;Y;-78329.986;6.075;8.5694269;0.0633;7108.8741;6.0740;915909.305;6.521;1;8.692106701478894;-0.12267980147889368;-0.01843079999999908;-0.04978779999999894
16;56;40;96;Zr;-85438.860;0.114;8.6353283;0.0012;163.9704;0.1000;908277.615;0.122;-1;8.768485893167364;-0.13315759316736475;-0.02245659999999816;-0.041653099999999554
14;55;41;96;Nb;-85602.830;0.147;8.6288868;0.0015;3192.0590;0.1070;908101.586;0.157;1;8.774094295898632;-0.14520749589863158;-0.012570599999998322;-0.024962099999999765
12;54;42;96;Mo;-88794.889;0.120;8.653988;0.0013;-2973.2411;5.1450;904674.770;0.128;-1;8.804189844114264;-0.15020184411426385;-0.010472800000000504;-0.020860399999998336
10;53;43;96;Tc;-85821.648;5.146;8.6148673;0.0536;258.7369;5.1464;907866.675;5.524;1;8.763514603372693;-0.14864730337269272;-0.010992599999999797;-0.02002939999999853
8;52;44;96;Ru;-86080.385;0.170;8.609413;0.0018;-6392.6529;10.0000;907588.910;0.182;-1;8.747326508115483;-0.1379135081154832;-0.014849999999999142;-0.0225919999999995
6;51;45;96;Rh;-79687.732;10.001;8.5346735;0.1042;-3504.3127;10.8442;914451.705;10.737;1;8.660367623901072;-0.12569412390107182;-0.036139900000000225;-0.018923099999998527
4;50;46;96;Pd;-76183.420;4.194;8.490020699999999;0.0437;-11671.7741;90.1814;918213.739;4.502;-1;8.597895885171026;-0.1078751851710269;-0.054458299999998516;-0.018084099999997605
2;49;47;96;Ag;-64511.645;90.084;8.3602903;0.9384;-8940;400;930743.903;96.708;1;8.464653357483774;-0.1043630574837735;-0.04089400000000154;-0.018177300000001395
0;48;48;96;Cd;-55572;410;8.259;4;-17482;647;940341;440;-1;8.355897975280886;-0.09689797528088562;-0.03770470000000081;
-2;47;49;96;In;-38090;500;8.069;5;*;;959109;537;1;8.176371804120794;-0.10737180412079361;;
27;62;35;97;Br;-34000;400;8.14;4;13423;420;963499;429;0;8.205580463400137;-0.06558046340013668;;
25;61;36;97;Kr;-47423.499;130.409;8.269864499999999;1.3444;11095.6460;130.4232;949088.782;140.000;0;8.356874500290836;-0.08701000029083694;0.001267300000003857;-0.025205499999998437
23;60;37;97;Rb;-58519.145;1.912;8.3761872;0.0197;10061.5295;3.8872;937177.117;2.052;0;8.485481016222739;-0.10929381622273837;0.003123300000000384;-0.030680600000001945
21;59;38;97;Sr;-68580.674;3.385;8.471848900000001;0.0349;7534.7807;7.5131;926375.621;3.633;0;8.591400011195853;-0.11955111119585204;0.007913199999995513;-0.03847650000000158
19;58;39;97;Y;-76115.455;6.708;8.5414616;0.0692;6821.2382;6.7068;918286.702;7.201;0;8.674631485210174;-0.13316988521017414;-0.0012650000000000716;-0.043740599999999574
17;57;40;97;Zr;-82936.693;0.121;8.6037182;0.0013;2666.1038;4.2435;910963.802;0.130;0;8.735175438265701;-0.13145723826570155;-0.024618999999999502;-0.050550700000000504
15;56;41;97;Nb;-85602.797;4.244;8.6231384;0.0438;1941.9038;4.2435;908101.622;4.556;0;8.773031870362434;-0.14989347036243394;-0.02007760000000225;-0.02770190000000028
13;55;42;97;Mo;-87544.700;0.165;8.6350926;0.0017;-320.2640;4.1169;906016.903;0.176;0;8.788200781500377;-0.15310818150037697;-0.013665800000000061;-0.01787960000000055
11;54;43;97;Tc;-87224.436;4.118;8.6237254;0.0425;-1103.8722;4.9563;906360.720;4.420;0;8.780682171679526;-0.1569567716795266;-0.011149199999998416;-0.020041599999998994
9;53;44;97;Ru;-86120.564;2.763;8.6042799;0.0285;-3523.0000;35.3553;907545.776;2.965;0;8.750476040899883;-0.14619614089988353;-0.012375999999997944;-0.02190539999999963
7;52;45;97;Rh;-82597.564;35.463;8.5598949;0.3656;-4791.7118;35.7924;911327.872;38.071;0;8.697582389161449;-0.1376874891614488;-0.014223199999998215;-0.022324299999999297
5;51;46;97;Pd;-77805.852;4.844;8.5024303;0.0499;-6901.8255;12.9558;916471.985;5.200;0;8.62200121646422;-0.11957091646421958;-0.03794670000000089;-0.019016599999998718
3;50;47;97;Ag;-70904.027;12.016;8.4232121;0.1239;-10170.0000;420.0000;923881.400;12.900;0;8.5237325228082;-0.10052042280819862;-0.056649800000002415;-0.017053500000001165
1;49;48;97;Cd;-60734.027;420.172;8.310301299999999;4.3317;-13344;580;934799.343;451.073;0;8.402776308193385;-0.09247500819338583;-0.05122919999999809;-0.030621899999998092
-1;48;49;97;In;-47390;401;8.165;4;*;;949125;430;0;8.259132572619778;-0.09413257261977925;;
28;63;35;98;Br;-28050;400;8.078;4;16070;500;969887;429;1;8.135903762520508;-0.05790376252050855;;
26;62;36;98;Kr;-44120;300;8.234;3;10249;300;952635;322;-1;8.316171023247858;-0.08217102324785763;-0.003127899999999073;
24;61;37;98;Rb;-54369.152;16.083;8.330729400000001;0.1641;12053.2361;16.4029;941632.317;17.265;1;8.428013101211736;-0.09728370121173491;-0.008054000000001338;-0.0380437000000029
22;60;38;98;Sr;-66422.389;3.226;8.4457385;0.0329;5866.3591;8.5504;928692.636;3.463;-1;8.563786800485497;-0.11804830048549775;0.0019283000000012152;-0.038498299999998764
20;59;39;98;Y;-72288.748;7.919;8.4976162;0.0808;8993.0098;11.5755;922394.841;8.501;1;8.631135316995788;-0.13351911699578878;0.013609600000000555;-0.03786779999999901
18;58;40;98;Zr;-81281.757;8.445;8.5813984;0.0862;2242.8547;9.8134;912740.448;9.065;-1;8.72241545481596;-0.14101705481596127;-0.005361900000000475;-0.0369300999999993
16;57;41;98;Nb;-83524.612;5.001;8.5963016;0.0510;4591.3681;5.0032;910332.645;5.369;1;8.745270409872662;-0.14896880987266137;-0.015248100000000875;-0.02805790000000208
14;56;42;98;Mo;-88115.980;0.174;8.635169099999999;0.0018;-1683.7664;3.3768;905403.609;0.186;-1;8.792056986239247;-0.15688788623924843;-0.011687599999998355;-0.01565059999999896
12;55;43;98;Tc;-86432.214;3.380;8.6100047;0.0345;1792.6575;7.1568;907211.206;3.628;1;8.770418379842361;-0.1604136798423621;-0.010023699999999636;-0.015949399999998448
