N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene;Delta_2n;Delta_2p
28;98;70;168;Yb;-61579.867;0.093;8.111887;0.0006;-4507.0351;37.9735;933891.297;0.100;-1;8.35551016617786;-0.24362316617786028;-0.004704799999998954;-0.010949899999999957
26;97;71;168;Lu;-57072.832;37.973;8.080402600000001;0.2260;-1712.2740;47.1476;938729.798;40.766;1;8.33361027694831;-0.2532076769483087;-0.0049610000000015475;-0.011573000000002054
24;96;72;168;Hf;-55360.557;27.945;8.0655536;0.1663;-6966.6444;39.5199;940568.000;30.000;-1;8.324284253506429;-0.2587306535064293;-0.003792400000000029;-0.009699899999999317
22;95;73;168;Ta;-48393.913;27.945;8.0194287;0.1663;-3500.9828;30.9307;948047.000;30.000;1;8.28638453586232;-0.2669558358623192;-0.0035895000000003563;-0.009669800000001061
20;94;74;168;W;-44892.930;13.259;7.9939327;0.0789;-9098.0411;33.5515;951805.459;14.233;-1;8.261058684005885;-0.26712598400588483;-0.004022100000002027;-0.010301000000001004
18;93;75;168;Re;-35794.889;30.821;7.9351208;0.1835;-5799.8944;32.3727;961572.607;33.087;1;8.207159137947226;-0.272038337947226;-0.005590399999999995;-0.012270199999999676
16;92;76;168;Os;-29994.995;9.903;7.8959408;0.0589;-11328.7644;56.0975;967799.050;10.631;-1;8.165833457676236;-0.2698926576762357;-0.004418700000000442;-0.008750000000000924
14;91;77;168;Ir;-18666.230;55.216;7.8238509;0.3287;-7656.1526;140.3258;979960.978;59.277;1;8.095934083203023;-0.2720831832030228;-0.005701800000000645;-0.008062599999999698
12;90;78;168;Pt;-11010.078;149.934;7.7736217;0.8925;-13540;427;988180.196;160.960;-1;8.038608574517477;-0.2649868745174775;-0.006006900000000037;-0.009906299999999035
10;89;79;168;Au;2530;400;7.688;2;*;;002716;429;1;7.952709371629711;-0.26470937162971087;;
43;106;63;169;Eu;-35660;500;7.991;3;8230;640;961717;537;0;8.184550795293646;-0.19355079529364616;;
41;105;64;169;Gd;-43890;400;8.035;2;6590;500;952882;429;0;8.231308424374497;-0.19630842437449658;-0.004457199999999162;-0.016000000000000014
39;104;65;169;Tb;-50480;300;8.069;2;5116;425;945807;322;0;8.270154954290708;-0.20115495429070762;-0.006559000000002868;-0.016397900000001187
37;103;66;169;Dy;-55596.010;300.669;8.0947566;1.7791;3200.0000;300.0000;940315.231;322.781;0;8.30109038504228;-0.20633378504227906;-0.006635000000001057;-0.01623000000000019
35;102;67;169;Ho;-58796.010;20.048;8.1090622;0.1186;2125.1534;20.0483;936879.890;21.522;0;8.32411471662921;-0.21505251662921054;-0.004149100000001127;-0.014790300000001366
33;101;68;169;Er;-60921.163;0.304;8.1170078;0.0018;353.4910;0.7729;934598.444;0.326;0;8.3392279490515;-0.22222014905150012;-0.004540000000000433;-0.015254799999999236
31;100;69;169;Tm;-61274.654;0.738;8.1144702;0.0044;-899.1270;0.7563;934218.956;0.792;0;8.346430082309151;-0.23195988230915177;-0.004464699999999766;-0.013905100000000559
29;99;70;169;Yb;-60375.527;0.178;8.104520599999999;0.0011;-2293.0000;3.0000;935184.208;0.191;0;8.345721116402162;-0.2412005164021629;-0.00495659999999809;-0.011237299999997674
27;98;71;169;Lu;-58082.527;3.005;8.0863233;0.0178;-3365.6321;28.1060;937645.845;3.226;0;8.337101051330533;-0.25077775133053315;-0.004812300000001102;-0.01027260000000041
25;97;72;169;Hf;-54716.895;27.945;8.061779099999999;0.1654;-4426.4600;39.5199;941259.000;30.000;0;8.320569887094262;-0.25879078709426295;-0.003304499999996935;-0.009240399999999482
23;96;73;169;Ta;-50290.435;27.945;8.0309577;0.1654;-5372.5686;31.9246;946011.000;30.000;0;8.296127623693351;-0.26516992369335135;-0.0032625999999993383;-0.009330100000000563
