N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
21;88;67;155;Ho;-66039.539;17.474;8.159203;0.113;-3830.350;18.474;154;929103.634;18.759;1264.676465;0;8.409020153924368;1303.3981238582771;-0.24981715392436854
19;87;68;155;Er;-62209.189;6.098;8.129444000000001;0.039;-5583.276;11.515;154;933215.684;6.546;1260.06382;0;8.379260286430911;1298.7853443967913;-0.24981628643091014
17;86;69;155;Tm;-56625.913;9.925;8.088375;0.064;-6123.305;19.341;154;939209.578;10.654;1253.698125;0;8.340189759012821;1292.7294126469874;-0.2518147590128219
15;85;70;155;Yb;-50502.608;16.600;8.043823;0.107;-7957.561;25.416;154;945783.217;17.820;1246.792565;0;8.291808571670092;1285.2303286088643;-0.2479855716700925
13;84;71;155;Lu;-42545.047;19.246;7.987436;0.124;-8375;299;154;954326.011;20.661;1238.05258;0;8.234116724402734;1276.2880922824238;-0.2466807244027338
11;83;72;155;Hf;-34170;298;7.928;2;-10242;423;154;963317;320;1228.84;0;8.16711421721074;1265.9027036676646;-0.2391142172107399
9;82;73;155;Ta;-23928;300;7.857;2;*;;154;974312;322;1217.835;0;8.090801050094111;1254.0741627645873;-0.23380105009411078
42;99;57;156;La;-33050;400;7.997;3;11769;500;155;964519;429;1247.532;1;8.159687041061023;1272.9111784055196;-0.16268704106102305
40;98;58;156;Ce;-44820;300;8.068;2;6748;361;155;951884;322;1258.608;-1;8.23714724315191;1284.9949699316978;-0.16914724315190988
38;97;59;156;Pr;-51568;200;8.106;1;8906;283;155;944640;215;1264.536;1;8.28241628516505;1292.0569404857479;-0.17641628516505037
36;96;60;156;Nd;-60473.644;200.033;8.158066;1.282;3690.000;200.000;155;935078.868;214.744;1272.658296;-1;8.341479688193187;1301.2708313581372;-0.1834136881931876
34;95;61;156;Pm;-64163.644;3.631;8.176705;0.023;5196.786;9.285;155;931117.490;3.897;1275.56598;1;8.368351931143575;1305.4629012583978;-0.19164693114357512
32;94;62;156;Sm;-69360.430;8.546;8.205003000000001;0.055;722.118;7.902;155;925538.511;9.174;1279.9804680000002;-1;8.409018535108961;1311.8068914769979;-0.20401553510895987
30;93;63;156;Eu;-70082.548;3.590;8.204617;0.023;2452.366;3.409;155;924763.285;3.853;1279.9202520000001;1;8.4174939789966;1313.1290607234696;-0.21287697899659896
28;92;64;156;Gd;-72534.914;1.190;8.215322;0.008;-2444.117;3.679;155;922130.562;1.277;1281.590232;-1;8.439763783899233;1316.6031502882804;-0.2244417838992323
26;91;65;156;Tb;-70090.797;3.814;8.194638999999999;0.024;438.167;3.681;155;924754.430;4.094;1278.3636839999997;1;8.429842428724122;1315.055418880963;-0.23520342872412314
24;90;66;156;Dy;-70528.964;1.194;8.192433000000001;0.008;-5050.000;60.000;155;924284.038;1.281;1278.0195480000002;-1;8.433715434564004;1315.6596077919846;-0.24128243456400256
22;89;67;156;Ho;-65478.964;60.012;8.155046;0.385;-1267.255;64.869;155;929705.436;64.425;1272.1871760000001;1;8.40539728032614;1311.2419757308778;-0.2503512803261394
20;88;68;156;Er;-64211.709;24.629;8.141908;0.158;-7377.159;26.710;155;931065.890;26.440;1270.1376480000001;-1;8.390873487103272;1308.9762639881105;-0.2489654871032716
18;87;69;156;Tm;-56834.550;14.279;8.089603;0.092;-3568.830;12.548;155;938985.597;15.328;1261.9780680000001;1;8.344158533802657;1301.6887312732144;-0.25455553380265705
16;86;70;156;Yb;-53265.721;9.308;8.061711;0.060;-9566.176;54.916;155;942816.893;9.992;1257.6269160000002;-1;8.311237941517037;1296.5531188766577;-0.24952694151703625
14;85;71;156;Lu;-43699.544;54.122;7.995374;0.347;-5882.648;139.709;155;953086.606;58.102;1247.278344;1;8.246126189153673;1286.395685507973;-0.2507521891536726
12;84;72;156;Hf;-37816.896;149.757;7.952649999999999;0.960;-11956;334;155;959401.889;160.770;1240.6134;-1;8.194808797805303;1278.3901724576272;-0.24215879780530347
10;83;73;156;Ta;-25861;298;7.871;2;*;;155;972237;320;1227.876;1;8.111300246379185;1265.362838435153;-0.240300246379185
41;99;58;157;Ce;-39930;400;8.037;3;8610;500;156;957133;429;1261.8090000000002;0;8.20419147700664;1288.0580618900426;-0.1671914770066394
39;98;59;157;Pr;-48540;300;8.086;2;7921;301;156;947890;322;1269.502;0;8.26361337817743;1297.3873003738565;-0.17761337817742984
37;97;60;157;Nd;-56461.543;24.918;8.131959;0.159;5835.500;25.877;156;939386.037;26.750;1276.717563;0;8.313947058811863;1305.2896882334624;-0.18198805881186253
35;96;61;157;Pm;-62297.043;7.006;8.164145000000001;0.045;4380.534;8.265;156;933121.370;7.521;1281.7707650000002;0;8.355192518909934;1311.7652254688596;-0.191047518909933
33;95;62;157;Sm;-66677.577;4.433;8.187063;0.028;2781.331;6.136;156;928418.673;4.759;1285.368891;0;8.387349758471647;1316.8139120800486;-0.20028675847164656
31;94;63;157;Eu;-69458.908;4.259;8.199795;0.027;1364.565;4.203;156;925432.791;4.572;1287.367815;0;8.410418777497002;1320.4357480670292;-0.2106237774970019
29;93;64;157;Gd;-70823.473;1.189;8.203504;0.008;-60.043;0.297;156;923967.870;1.276;1287.9501280000002;0;8.424399575986;1322.630733429802;-0.22089557598599896
27;92;65;157;Tb;-70763.430;1.222;8.198138;0.008;-1338.872;5.134;156;924032.328;1.311;1287.107666;0;8.429292153938636;1323.3988681683659;-0.23115415393863614
25;91;66;157;Dy;-69424.558;5.177;8.184627;0.033;-2591.725;23.787;156;925469.667;5.557;1284.986439;0;8.425096511354916;1322.7401522827217;-0.2404695113549149
23;90;67;157;Ho;-66832.832;23.469;8.163136;0.149;-3419.194;33.668;156;928251.999;25.195;1281.6123519999999;0;8.411812648234836;1320.6545857728693;-0.24867664823483615
21;89;68;157;Er;-63413.639;26.505;8.136375;0.169;-4704.366;38.515;156;931922.655;28.454;1277.4108749999998;0;8.389440564578399;1317.1421686388087;-0.25306556457839946
19;88;69;157;Tm;-58709.273;27.945;8.101428;0.178;-5287.374;30.003;156;936973.000;30.000;1271.924196;0;8.357980260385602;1312.2029008805396;-0.2565522603856021
17;87;70;157;Yb;-53421.898;10.920;8.062767;0.070;-6981.376;14.241;156;942649.230;11.723;1265.8544189999998;0;8.317431735656447;1305.8367824980621;-0.25466473565644776
15;86;71;157;Lu;-46440.523;12.078;8.013317;0.077;-7537;196;156;950144.045;12.965;1258.0907690000001;0;8.267794990390932;1298.0438134913763;-0.25447799039093155
13;85;72;157;Hf;-38903;196;7.96;1;-9310;247;156;958236;210;1249.72;0;8.209070024589058;1288.8239938604822;-0.24907002458905847
11;84;73;157;Ta;-29593.330;150.069;7.896043;0.956;-10123;427;156;968230.251;161.105;1239.678751;0;8.141256838250827;1278.1773236053798;-0.24521383825082754
9;83;74;157;W;-19470;400;7.827;3;*;;156;979098;429;1228.839;0;8.064355431376237;1266.1038027260693;-0.23735543137623694
42;100;58;158;Ce;-36660;400;8.016;3;7670;500;157;960644;429;1266.528;-1;8.18192995083905;1292.74493223257;-0.16592995083905038
40;99;59;158;Pr;-44330;300;8.06;2;9725;361;157;952410;322;1273.48;1;8.23265876809182;1300.7600853585077;-0.17265876809181968
38;98;60;158;Nd;-54055;200;8.116;1;5035;201;157;941970;215;1282.328;-1;8.296965087722526;1310.920483860159;-0.18096508772252662
36;97;61;158;Pm;-59089.209;13.453;8.143254;0.085;6161.034;14.299;157;936565.121;14.442;1286.6341320000001;1;8.329733762476648;1316.0979344713105;-0.18647976247664744
34;96;62;158;Sm;-65250.243;4.892;8.177297;0.031;2004.945;10.369;157;929950.979;5.251;1292.0129259999999;-1;8.376079939608708;1323.4206304581758;-0.19878293960870863
32;95;63;158;Eu;-67255.188;10.255;8.185035;0.065;3434.358;10.323;157;927798.581;11.008;1293.23553;1;8.390888471864177;1325.7603785545398;-0.20585347186417735
30;94;64;158;Gd;-70689.546;1.189;8.201818999999999;0.008;-1218.878;0.987;157;924111.646;1.276;1295.8874019999998;-1;8.419274506497587;1330.2453720266187;-0.21745550649758805
28;93;65;158;Tb;-69470.668;1.401;8.189153000000001;0.009;936.681;2.495;157;925420.166;1.503;1293.8861740000002;1;8.416122896254407;1329.7474176081964;-0.22696989625440622
26;92;66;158;Dy;-70407.349;2.365;8.19013;0.015;-4219.755;27.005;157;924414.597;2.538;1294.04054;-1;8.426548788389168;1331.3947085654886;-0.23641878838916774
24;91;67;158;Ho;-66187.593;27.108;8.158470999999999;0.172;-883.785;37.025;157;928944.692;29.101;1289.0384179999999;1;8.405437035647338;1328.0590516322795;-0.24696603564733977
22;90;68;158;Er;-65303.808;25.219;8.147926;0.160;-6600.615;31.341;157;929893.474;27.074;1287.372308;-1;8.397902785283451;1326.8686400747852;-0.2499767852834509
20;89;69;158;Tm;-58703.194;25.219;8.101199;0.160;-2692.957;26.456;157;936979.525;27.074;1279.9894419999998;1;8.358830890042974;1320.6952806267898;-0.2576318900429744
18;88;70;158;Yb;-56010.237;7.994;8.079203;0.051;-8798.047;16.872;157;939870.534;8.582;1276.514074;-1;8.333336497180433;1316.6671665545084;-0.2541334971804332
16;87;71;158;Lu;-47212.190;15.125;8.018568;0.096;-5109.800;14.937;157;949315.626;16.237;1266.933744;1;8.276304459441308;1307.6561045917267;-0.25773645944130763
14;86;72;158;Hf;-42102.390;17.494;7.981276;0.111;-10936;197;157;954801.222;18.780;1261.041608;-1;8.232849924080117;1300.7902880046586;-0.2515739240801169
12;85;73;158;Ta;-31167;196;7.907;1;-7534;358;157;966541;210;1249.306;1;8.15785774384234;1288.9415235270899;-0.2508577438423405
10;84;74;158;W;-23633;300;7.854;2;*;;157;974629;322;1240.932;-1;8.096443065982502;1279.2380044252352;-0.24244306598250187
41;100;59;159;Pr;-41088;400;8.039;3;8719;500;158;955890;429;1278.201;0;8.212253510259245;1305.74830813122;-0.1732535102592454
39;99;60;159;Nd;-49807;300;8.089;2;6747;300;158;946530;322;1286.151;0;8.267904164818328;1314.5967622061141;-0.17890416481832716
37;98;61;159;Pm;-56554.280;10.039;8.126859;0.063;5653.495;11.644;158;939286.479;10.777;1292.1705809999999;0;8.314680917794501;1322.0342659293256;-0.1878219177945013
35;97;62;159;Sm;-62207.775;5.934;8.157494999999999;0.037;3835.510;7.324;158;933217.202;6.369;1297.0417049999999;0;8.352583769187769;1328.0608193008552;-0.19508876918776963
33;96;63;159;Eu;-66043.285;4.325;8.176697;0.027;2518.150;4.391;158;929099.612;4.643;1300.0948230000001;0;8.381612718998127;1332.6764223207022;-0.20491571899812655
31;95;64;159;Gd;-68561.436;1.192;8.187614;0.007;970.927;0.759;158;926396.267;1.279;1301.830626;0;8.401767767225575;1335.8810749888664;-0.2141537672255751
29;94;65;159;Tb;-69532.363;1.256;8.1888;0.008;-365.229;1.162;158;925353.933;1.348;1302.0192000000002;0;8.413048913870115;1337.6747773053482;-0.22424891387011492
27;93;66;159;Dy;-69167.134;1.528;8.181583;0.010;-1837.600;2.683;158;925746.023;1.640;1300.871697;0;8.415456158931747;1338.0575292701478;-0.23387315893174687
25;92;67;159;Ho;-67329.534;3.088;8.165104999999999;0.019;-2768.500;2.000;158;927718.768;3.314;1298.2516949999997;0;8.40898950241047;1337.0293308832647;-0.24388450241047188
23;91;68;159;Er;-64561.034;3.679;8.142773;0.023;-3990.637;28.186;158;930690.875;3.949;1294.700907;0;8.393648944306287;1334.5901821446996;-0.2508759443062871
21;90;69;159;Tm;-60570.398;27.945;8.112754;0.176;-4731.792;33.129;158;934975.000;30.000;1289.9278860000002;0;8.369434484619193;1330.7400830544516;-0.25668048461919213
19;89;70;159;Yb;-55838.606;17.794;8.078073999999999;0.112;-6130.002;41.655;158;940054.787;19.102;1284.413766;0;8.33634612334919;1325.479033612521;-0.25827212334919025
17;88;71;159;Lu;-49708.604;37.663;8.034600000000001;0.237;-6856.004;41.246;158;946635.615;40.433;1277.5014;0;8.294383860496279;1318.8070338189084;-0.25978386049627744
15;87;72;159;Hf;-42852.600;16.813;7.986560000000001;0.106;-8413.452;25.891;158;953995.838;18.049;1269.8630400000002;0;8.243547696060459;1310.724083673613;-0.2569876960604578
13;86;73;159;Ta;-34439.148;19.689;7.928725;0.124;-9145;299;158;963028.052;21.137;1260.667275;0;8.183837630041733;1301.2301831766356;-0.255112630041733
11;85;74;159;W;-25295;298;7.866;2;-10550;426;158;972845;320;1250.694;0;8.115253662440097;1290.3253323279753;-0.24925366244009695
9;84;75;159;Re;-14745;305;7.795;2;*;;158;984171;327;1239.405;0;8.037795793255551;1278.0095311276327;-0.24279579325555112
42;101;59;160;Pr;-36520;400;8.011;2;10613;500;159;960794;429;1281.7599999999998;1;8.179978753193021;1308.7966005108833;-0.1689787531930218
40;100;60;160;Nd;-47134;300;8.073;2;5868;361;159;949400;322;1291.68;-1;8.249251776908855;1319.8802843054168;-0.1762517769088543
38;99;61;160;Pm;-53002;200;8.104;1;7233;200;159;943100;215;1296.6399999999999;1;8.287619194010322;1326.0190710416514;-0.18361919401032267
36;98;62;160;Sm;-60234.793;5.934;8.144625;0.037;3245.670;11.183;159;935335.286;6.370;1303.1399999999999;-1;8.339352891739777;1334.2964626783644;-0.19472789173977745
34;97;63;160;Eu;-63480.463;9.501;8.160021;0.059;4461.278;9.586;159;931850.916;10.199;1305.60336;1;8.360180982854864;1337.6289572567782;-0.20015998285486347
32;96;64;160;Gd;-67941.741;1.278;8.183014;0.008;-105.483;1.022;159;927061.537;1.371;1309.28224;-1;8.394375354597942;1343.1000567356707;-0.21136135459794225
30;95;65;160;Tb;-67836.257;1.262;8.177465;0.008;1836.472;1.172;159;927174.778;1.354;1308.3944;1;8.397664119726652;1343.6262591562645;-0.22019911972665263
28;94;66;160;Dy;-69672.730;0.772;8.184054;0.005;-3290.000;15.000;159;925203.244;0.828;1309.44864;-1;8.414319165483352;1346.2910664773362;-0.23026516548335252
26;93;67;160;Ho;-66382.730;15.020;8.158602;0.094;-318.502;28.528;159;928735.204;16.124;1305.37632;1;8.400068604625684;1344.0109767401095;-0.2414666046256837
24;92;68;160;Er;-66064.228;24.254;8.151721;0.152;-5762.200;40.311;159;929077.130;26.037;1304.27536;-1;8.399184324396005;1343.8694919033608;-0.24746332439600494
22;91;69;160;Tm;-60302.028;34.262;8.110818;0.214;-2139.322;35.017;159;935263.106;36.781;1297.73088;1;8.367394437551956;1338.783110008313;-0.25657643755195636
20;90;70;160;Yb;-58162.706;7.233;8.092557;0.045;-7892.769;57.280;159;937559.763;7.764;1294.80912;-1;8.348970831335901;1335.8353330137443;-0.2564138313359017
18;89;71;160;Lu;-50269.937;56.821;8.038338;0.355;-4330.994;57.617;159;946033.000;61.000;1286.1340799999998;1;8.299641618505474;1327.9426589608759;-0.26130361850547423
16;88;72;160;Hf;-45938.943;9.541;8.00638;0.060;-10115.249;55.147;159;950682.513;10.242;1281.0208;-1;8.263678686303042;1322.1885898084865;-0.25729868630304153
14;87;73;160;Ta;-35823.695;54.316;7.93827;0.339;-6497.240;139.859;159;961541.679;58.310;1270.1232;1;8.196810147486236;1311.4896235977976;-0.25854014748623566
12;86;74;160;W;-29326.455;149.827;7.892772;0.936;-12588;334;159;968516.753;160.846;1262.84352;-1;8.143307889297422;1302.9292622875873;-0.25053588929742165
10;85;75;160;Re;-16739;298;7.809;2;*;;159;982030;320;1249.44;1;8.058900024494239;1289.4240039190781;-0.24990002449423887
41;101;60;161;Nd;-42588;400;8.044;2;7648;499;160;954280;429;1295.084;0;8.218800514737904;1323.2268828728024;-0.17480051473790326
39;100;61;161;Pm;-50235;298;8.087;2;6436;298;160;946070;320;1302.007;0;8.270825870686293;1331.6029651804931;-0.1838258706862934
37;99;62;161;Sm;-56671.962;6.817;8.122041;0.042;5119.562;12.415;160;939160.143;7.318;1307.6486009999999;0;8.31418391821188;1338.5836108321125;-0.19214291821188034
35;98;63;161;Eu;-61791.524;10.399;8.14898;0.065;3714.299;10.525;160;933664.066;11.164;1311.98578;0;8.348874657314663;1344.1688198276609;-0.1998946573146636
33;97;64;161;Gd;-65505.824;1.622;8.167190999999999;0.010;1955.765;1.442;160;929676.602;1.741;1314.9177509999997;0;8.374898087994644;1348.3585921671377;-0.20770708799464543
31;96;65;161;Tb;-67461.589;1.350;8.174479;0.008;594.212;1.260;160;927577.001;1.449;1316.091119;0;8.392254210251824;1351.1529278505436;-0.21777521025182445
29;95;66;161;Dy;-68055.801;0.768;8.17331;0.005;-858.530;2.166;160;926939.088;0.824;1315.90291;0;8.4009430240862;1352.551826877878;-0.2276330240861988
27;94;67;161;Ho;-67197.270;2.242;8.163119;0.014;-1995.663;9.011;160;927860.759;2.406;1314.262159;0;8.400964529497772;1352.5552892491412;-0.23784552949777193
25;93;68;161;Er;-65201.608;8.780;8.145864;0.055;-3302.900;29.292;160;930003.191;9.425;1311.484104;0;8.392318726486542;1351.1633149643333;-0.246454726486542
23;92;69;161;Tm;-61898.708;27.945;8.12049;0.174;-4059.308;31.885;160;933549.000;30.000;1307.39889;0;8.37500561505251;1348.375904023454;-0.25451561505250986
21;91;70;161;Yb;-57839.400;15.354;8.090417;0.095;-5277.056;31.885;160;937906.846;16.483;1302.557137;0;8.349025195195676;1344.1930564265037;-0.25860819519567535
19;90;71;161;Lu;-52562.344;27.945;8.052781;0.174;-6247.672;35.909;160;943572.000;30.000;1296.497741;0;8.314377466916039;1338.6147721734822;-0.2615964669160391
17;89;72;161;Hf;-46314.672;22.551;8.009117;0.140;-7535.674;33.097;160;950279.151;24.209;1289.467837;0;8.271062430213599;1331.6410512643895;-0.26194543021359884
15;88;73;161;Ta;-38778.997;24.382;7.957452;0.151;-8224;197;160;958369.031;26.175;1281.149772;0;8.219080085088354;1323.271893699225;-0.2616280850883541
13;87;74;161;W;-30555;196;7.902;1;-9715;247;160;967197;210;1272.222;0;8.15843043154031;1313.50729947799;-0.2564304315403101
11;86;75;161;Re;-20840.203;149.922;7.8363119999999995;0.931;-10861;427;160;977627.121;160.948;1261.6462319999998;0;8.08911346956946;1302.347268600683;-0.2528014695694605
9;85;76;161;Os;-9979;400;7.764;2;*;;160;989287;429;1250.0040000000001;0;8.011129199175812;1289.7918010673059;-0.247129199175812
42;102;60;162;Nd;-39550;400;8.026;2;6819;500;161;957541;429;1300.212;-1;8.198616778618632;1328.1759181362183;-0.17261677861863234
40;101;61;162;Pm;-46370;300;8.063;2;8160;358;161;950220;322;1306.2060000000001;1;8.242301710601375;1335.2528771174227;-0.1793017106013739
38;100;62;162;Sm;-54530;196;8.109;1;4174;199;161;941460;210;1313.658;-1;8.299147136892604;1344.4618361766018;-0.19014713689260354
36;99;63;162;Eu;-58703.401;35.229;8.129438;0.217;5577.000;35.000;161;936979.303;37.819;1316.9689560000002;1;8.325698484382366;1348.7631544699434;-0.19626048438236587
34;98;64;162;Gd;-64280.401;4.009;8.159035;0.025;1395.556;36.581;161;930992.146;4.303;1321.7636699999998;-1;8.365410326180614;1355.1964728412595;-0.2063753261806145
32;97;65;162;Tb;-65675.958;36.372;8.16282;0.225;2505.521;36.364;161;929493.955;39.046;1322.37684;1;8.3748280891774;1356.7221504467389;-0.21200808917740055
30;96;66;162;Dy;-68181.478;0.767;8.173457;0.005;-2139.937;3.113;161;926804.168;0.822;1324.100034;-1;8.39740634648267;1360.3798281301927;-0.2239493464826694
28;95;67;162;Ho;-66041.541;3.166;8.155418;0.020;292.978;3.127;161;929101.485;3.398;1321.177716;1;8.389690524986477;1359.1298650478093;-0.2342725249864781
26;94;68;162;Er;-66334.519;0.822;8.152397;0.005;-4856.728;26.047;161;928786.960;0.882;1320.688314;-1;8.395135197798767;1360.0119020434004;-0.24273819779876682
24;93;69;162;Tm;-61477.791;26.060;8.117588;0.161;-1651.444;30.240;161;934000.872;27.977;1315.049256;1;8.370285791809595;1355.9862982731543;-0.2526977918095952
22;92;70;162;Yb;-59826.347;15.359;8.102565;0.095;-6994.593;76.592;161;935773.771;16.488;1312.61553;-1;8.358596880128909;1354.0926945808833;-0.25603188012890854
20;91;71;162;Lu;-52831.753;75.036;8.054559;0.463;-3662.746;75.570;161;943282.776;80.554;1304.838558;1;8.316613889646757;1347.2914501227744;-0.26205488964675716
18;90;72;162;Hf;-49169.008;8.968;8.02712;0.055;-9388.814;52.931;161;947214.896;9.627;1300.39344;-1;8.28779139347309;1342.6222057426405;-0.2606713934730891
16;89;73;162;Ta;-39780.194;52.238;7.964335;0.322;-5780.987;52.239;161;957294.202;56.079;1290.22227;1;8.228674818497959;1333.0453205966694;-0.26433981849795885
14;88;74;162;W;-33999.207;17.658;7.923821;0.109;-11498;197;161;963500.347;18.956;1283.659002;-1;8.182718737831314;1325.6004355286727;-0.25889773783131353
12;87;75;162;Re;-22501;196;7.848;1;-8061;358;161;975844;210;1271.376;1;8.106468578363206;1313.2479096948393;-0.2584685783632059
10;86;76;162;Os;-14440;300;7.793;2;*;;161;984498;322;1262.4660000000001;-1;8.043378913203581;1303.0273839389802;-0.25037891320358074
41;102;61;163;Pm;-43249;400;8.044;2;7471;499;162;953570;429;1311.172;0;8.223909378124215;1340.4972286342472;-0.17990937812421492
39;101;62;163;Sm;-50720;298;8.085;2;5765;305;162;945550;320;1317.8550000000002;0;8.272448213032463;1348.4090587242915;-0.18744821303246262
37;100;63;163;Eu;-56484.886;65.544;8.115471;0.402;4829.000;65.000;162;939360.977;70.364;1322.821773;0;8.31251897772175;1354.9405933686453;-0.1970479777217502
35;99;64;163;Gd;-61313.886;8.426;8.140297;0.052;3282.185;9.358;162;934176.832;9.045;1326.8684110000002;0;8.344121672192077;1360.0918325673085;-0.20382467219207712
33;98;65;163;Tb;-64596.071;4.073;8.155633;0.025;1785.099;4.001;162;930653.261;4.372;1329.368179;0;8.367256296443445;1363.8627763202815;-0.21162329644344524
31;97;66;163;Dy;-66381.170;0.765;8.161785;0.005;-2.834;0.019;162;928736.879;0.821;1330.370955;0;8.381922850475856;1366.2534246275645;-0.2201378504758562
29;96;67;163;Ho;-66378.335;0.765;8.156967999999999;0.005;-1210.612;4.575;162;928739.921;0.821;1329.5857839999999;0;8.388121334289306;1367.2637774891568;-0.2311533342893064
27;95;68;163;Er;-65167.723;4.639;8.144741;0.028;-2439.000;3.000;162;930039.567;4.980;1327.592783;0;8.385851747883796;1366.8938349050588;-0.2411107478837966
25;94;69;163;Tm;-62728.723;5.524;8.124979;0.034;-3429.629;16.309;162;932657.941;5.930;1324.371577;0;8.375114091259329;1365.1435968752705;-0.2501350912593292
23;93;70;163;Yb;-59299.094;15.364;8.099138;0.094;-4507.685;31.890;162;936339.800;16.493;1320.159494;0;8.355908364415903;1362.0130633997921;-0.2567703644159032
21;92;71;163;Lu;-54791.409;27.945;8.066684;0.171;-5527.726;37.348;162;941179.000;30.000;1314.869492;0;8.328234567353514;1357.5022344786228;-0.26155056735351323
19;91;72;163;Hf;-49263.682;24.778;8.027972;0.152;-6729.054;45.416;162;947113.258;26.599;1308.559436;0;8.292092700072171;1351.611110111764;-0.26412070007217103
17;90;73;163;Ta;-42534.629;38.061;7.98189;0.234;-7626.436;65.049;162;954337.195;40.860;1301.04807;0;8.247482762571865;1344.339690299214;-0.26559276257186504
15;89;74;163;W;-34908.193;52.751;7.930301999999999;0.324;-8905.949;55.912;162;962524.511;56.630;1292.6392259999998;0;8.1944047548526;1335.687975040974;-0.26410275485260115
13;88;75;163;Re;-26002.244;18.534;7.870865;0.114;-9810;299;162;972085.441;19.897;1282.9509950000001;0;8.132858676914378;1325.6559643370435;-0.26199367691437736
11;87;76;163;Os;-16192;298;7.806;2;*;;162;982617;320;1272.378;0;8.062844528757195;1314.2436581874226;-0.25684452875719455
42;103;61;164;Pm;-38870;400;8.017;2;9232;499;163;958271;429;1314.788;1;8.194052585754202;1343.824624063689;-0.17705258575420224
40;102;62;164;Sm;-48102;298;8.069;2;5279;319;163;948360;320;1323.316;-1;8.255749154857854;1353.9428613966882;-0.18674915485785348
38;101;63;164;Eu;-53381;114;8.096;1;6393.000;50.000;163;942693;122;1327.744;1;8.287743574132248;1359.1899461576886;-0.19174357413224818
36;100;64;164;Gd;-59774;102;8.13;1;2304;143;163;935830;110;1333.3200000000002;-1;8.33269794438598;1366.5624628793007;-0.20269794438597977
34;99;65;164;Tb;-62077.965;100.003;8.139765;0.610;3890.000;100.000;163;933356.559;107.357;1334.92146;1;8.347950164810452;1369.0638270289141;-0.2081851648104518
32;98;66;164;Dy;-65967.965;0.767;8.158714;0.005;-986.463;1.415;163;929180.472;0.823;1338.029096;-1;8.376162336214263;1373.690623139139;-0.21744833621426274
30;97;67;164;Ho;-64981.503;1.528;8.147929;0.009;961.387;1.420;163;930239.483;1.639;1336.260356;1;8.374672357788814;1373.4462666773654;-0.2267433577888145
28;96;68;164;Er;-65942.890;0.775;8.14902;0.005;-4038.855;24.401;163;929207.392;0.832;1336.43928;-1;8.386142330342702;1375.327342176203;-0.23712233034270191
26;95;69;164;Tm;-61904.035;24.394;8.119622999999999;0.149;-886.617;28.829;163;933543.281;26.188;1331.6181719999997;1;8.367910153067331;1372.3372651030425;-0.2482871530673325
24;94;70;164;Yb;-61017.418;15.369;8.109446;0.094;-6375.048;31.892;163;934495.103;16.499;1329.949144;-1;8.3626379267713;1371.472619990493;-0.253191926771299
22;93;71;164;Lu;-54642.370;27.945;8.065804;0.170;-2823.865;32.112;163;941339.000;30.000;1322.791856;1;8.327663550646008;1365.7368223059452;-0.2618595506460082
20;92;72;164;Hf;-51818.505;15.820;8.043814000000001;0.096;-8535.704;32.112;163;944370.544;16.983;1319.1854960000003;-1;8.305649125500056;1362.126456582009;-0.2618351255000544
18;91;73;164;Ta;-43282.800;27.945;7.986997000000001;0.170;-5047.041;29.572;163;953534.000;30.000;1309.867508;1;8.25393255052484;1353.644938286074;-0.2669355505248401
16;90;74;164;W;-38235.759;9.674;7.951452000000001;0.059;-10763.323;55.406;163;958952.222;10.385;1304.0381280000001;-1;8.215175926528964;1347.28885195075;-0.2637239265289635
14;89;75;164;Re;-27472.436;54.555;7.8810519999999995;0.333;-7050.331;140.051;163;970507.124;58.566;1292.492528;1;8.14671715270383;1336.0616130434282;-0.2656651527038312
12;88;76;164;Os;-20422.106;149.919;7.833291;0.914;-13078;348;163;978075.966;160.945;1284.659724;-1;8.091218329858036;1326.9598060967178;-0.25792732985803557
10;87;77;164;Ir;-7344;314;7.749;2;*;;163;992116;338;1270.836;1;8.006017357182978;1312.9868465780085;-0.2570173571829786
41;103;62;165;Sm;-43808;401;8.043;2;6916;424;164;952970;430;1327.0949999999998;0;8.2276523531385;1357.5626382678527;-0.18465235313850137
39;102;63;165;Eu;-50724;138;8.08;1;5729.000;65.000;164;945546;148;1333.2;0;8.272836706097081;1365.0180565060184;-0.19283670609708103
37;101;64;165;Gd;-56453;121;8.11;1;4113.000;65.000;164;939395;130;1338.1499999999999;0;8.30974522082421;1371.1079614359946;-0.19974522082421053
35;100;65;165;Tb;-60566;102;8.13;1;3047;102;164;934980;110;1341.45;0;8.338377897319889;1375.8323530577816;-0.2083778973198882
33;99;66;165;Dy;-63612.606;0.769;8.143908999999999;0.005;1286.400;0.829;164;931709.054;0.825;1343.7449849999998;0;8.35873473558412;1379.19123137138;-0.214825735584121
31;98;67;165;Ho;-64899.006;1.010;8.146964;0.006;-377.396;1.033;164;930328.047;1.084;1344.24906;0;8.3708157356169;1381.1845963767885;-0.22385173561689875
29;97;68;165;Er;-64521.610;0.964;8.139936;0.006;-1591.990;1.538;164;930733.198;1.034;1343.0894400000002;0;8.374620897418225;1381.812448074007;-0.23468489741822474
