N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
25;59;34;93;Se;-40716;400;8.223;4;12175;588;92;956290;429;764.739;0;8.273607176641939;769.4454674277002;-0.05060717664193781
23;58;35;93;Br;-52890.230;430.816;8.345598;4.632;11245.765;430.823;92;943220.000;462.500;776.140614;0;8.423035779870236;783.342327527932;-0.0774377798702357
21;57;36;93;Kr;-64135.994;2.515;8.458108;0.027;8483.907;8.224;92;931147.174;2.700;786.6040439999999;0;8.547872474138037;794.9521400948374;-0.0897644741380379
19;56;37;93;Rb;-72619.901;7.830;8.54092;0.084;7465.938;8.876;92;922039.325;8.406;794.30556;0;8.648117259445334;804.274905128416;-0.10719725944533387
17;55;38;93;Sr;-80085.838;7.554;8.612787;0.081;4141.319;11.697;92;914024.311;8.109;800.9891910000001;0;8.723770135792128;811.3106226286678;-0.11098313579212693
15;54;39;93;Y;-84227.157;10.488;8.648905000000001;0.113;2894.875;10.483;92;909578.422;11.259;804.3481650000001;0;8.774831103178423;816.0592925955933;-0.125926103178422
13;53;40;93;Zr;-87122.032;0.457;8.67162;0.005;90.806;1.484;92;906470.646;0.490;806.4606600000001;0;8.801300161604217;818.5209150291922;-0.1296801616042167
11;52;41;93;Nb;-87212.838;1.491;8.664183999999999;0.016;-405.769;1.501;92;906373.161;1.600;805.7691119999998;0;8.80317731106951;818.6954899294644;-0.13899331106951074
9;51;42;93;Mo;-86807.069;0.181;8.651409;0.002;-3200.963;1.004;92;906808.773;0.193;804.5810369999999;0;8.7804625515743;816.5830172964098;-0.12905355157429987
7;50;43;93;Tc;-83606.106;1.012;8.608576999999999;0.011;-6389.393;2.299;92;910245.149;1.086;800.5976609999999;0;8.733155883118588;812.1834971300287;-0.12457888311858945
5;49;44;93;Ru;-77216.713;2.065;8.531462;0.022;-8204.913;3.343;92;917104.444;2.216;793.4259659999999;0;8.661257305702378;805.4969294303212;-0.12979530570237863
3;48;45;93;Rh;-69011.800;2.629;8.434825;0.028;-10011;301;92;925912.781;2.821;784.438725;0;8.564766819325666;796.5233141972869;-0.12994181932566562
1;47;46;93;Pd;-59001;300;8.319;3;-12734;501;92;936660;323;773.667;0;8.44368442398845;785.2626514309259;-0.12468442398844992
-1;46;47;93;Ag;-46267;401;8.173;4;*;;92;950330;430;760.089;0;8.298010119690735;771.7149411312383;-0.12501011969073517
26;60;34;94;Se;-36803;500;8.18;5;10597;583;93;960490;537;768.92;-1;8.227483100466545;773.3834114438552;-0.047483100466545025
24;59;35;94;Br;-47400;300;8.284;3;13948;300;93;949114;322;778.696;1;8.358916199795562;785.7381227807829;-0.07491619979556141
22;58;36;94;Kr;-61347.772;12.109;8.424331;0.129;7215.013;12.278;93;934140.454;13.000;791.887114;-1;8.51541299408305;800.4488214438068;-0.09108199408304962
20;57;37;94;Rb;-68562.785;2.029;8.492764;0.022;10282.926;2.623;93;926394.818;2.177;798.319816;1;8.59865928794093;808.2739730664474;-0.10589528794093006
18;56;38;94;Sr;-78845.711;1.663;8.593834000000001;0.018;3505.752;6.422;93;915355.643;1.785;807.8203960000001;-1;8.706969276757274;818.4551120151838;-0.11313527675727286
16;55;39;94;Y;-82351.463;6.380;8.622806;0.068;4917.859;6.380;93;911592.063;6.849;810.543764;1;8.742028765144015;821.7507039235375;-0.11922276514401453
14;54;40;94;Zr;-87269.322;0.164;8.666801;0.002;-900.260;1.500;93;906312.524;0.175;814.6792939999999;-1;8.802151948489222;827.4022831579869;-0.13535094848922213
12;53;41;94;Nb;-86369.062;1.491;8.648901;0.016;2045.002;1.494;93;907278.992;1.601;812.996694;1;8.789024631404821;826.1683153520532;-0.14012363140482087
10;52;42;94;Mo;-88414.065;0.141;8.662333;0.002;-4255.748;4.069;93;905083.592;0.151;814.259302;-1;8.80096100927889;827.2903348722157;-0.1386280092788894
8;51;43;94;Tc;-84158.317;4.071;8.608736;0.043;-1574.726;5.143;93;909652.325;4.370;809.221184;1;8.739646886723351;821.526807351995;-0.13091088672335083
6;50;44;94;Ru;-82583.591;3.143;8.583661;0.033;-9675.978;4.615;93;911342.863;3.374;806.8641339999999;-1;8.70339645912628;818.1192671578704;-0.11973545912628047
4;49;45;94;Rh;-72907.613;3.379;8.472402;0.036;-6805.345;5.459;93;921730.453;3.627;796.405788;1;8.593895531099601;807.8261799233626;-0.12149353109960082
2;48;46;94;Pd;-66102.268;4.287;8.391682000000001;0.046;-13693;400;93;929036.292;4.602;788.8181080000002;-1;8.50945829803139;799.8890800149507;-0.117776298031389
0;47;47;94;Ag;-52410;400;8.238;4;-12270;640;93;943736;429;774.372;1;8.351770564533572;785.0664330661558;-0.11377056453357248
-2;46;48;94;Cd;-40140;500;8.099;5;*;;93;956908;537;761.306;-1;8.219146525994223;772.5997734434569;-0.12014652599422249
27;61;34;95;Se;-30460;500;8.112;5;13311;582;94;967300;537;770.64;0;8.1553021088615;774.7537003418425;-0.04330210886149999
25;60;35;95;Br;-43771;298;8.244;3;12388;299;94;953010;320;783.18;0;8.317590589288162;790.1711059823754;-0.07359058928816253
23;59;36;95;Kr;-56158.913;18.630;8.365995000000002;0.196;9732.580;27.513;94;939710.923;20.000;794.7695250000002;0;8.456268819719565;803.3455378733587;-0.09027381971956316
21;58;37;95;Rb;-65891.493;20.245;8.460208;0.213;9228.058;20.204;94;929262.568;21.734;803.71976;0;8.571336800155706;814.2769960147921;-0.11112880015570603
19;57;38;95;Sr;-75119.551;5.812;8.549111;0.061;6089.296;7.240;94;919355.840;6.239;812.165545;0;8.662794530596587;822.9654804066757;-0.11368353059658709
17;56;39;95;Y;-81208.848;6.779;8.604973;0.071;4451.092;6.772;94;912818.711;7.277;817.4724349999999;0;8.730642011042207;829.4109910490097;-0.1256690110422074
15;55;40;95;Zr;-85659.940;0.869;8.643592;0.009;1126.318;0.985;94;908040.267;0.933;821.14124;0;8.774879241492565;833.6135279417937;-0.131287241492565
13;54;41;95;Nb;-86786.258;0.508;8.647212;0.005;925.601;0.494;94;906831.115;0.545;821.48514;0;8.795506221947663;835.5730910850281;-0.14829422194766373
11;53;42;95;Mo;-87711.858;0.123;8.648719999999999;0.001;-1690.518;5.078;94;905837.442;0.132;821.6283999999999;0;8.7925229524075;835.2896804787125;-0.1438029524075013
9;52;43;95;Tc;-86021.341;5.080;8.62269;0.053;-2563.596;10.531;94;907652.287;5.453;819.1555500000001;0;8.765929432872076;832.7632961228472;-0.1432394328720754
7;51;44;95;Ru;-83457.745;9.502;8.58747;0.100;-5117.138;10.266;94;910404.420;10.200;815.8096499999999;0;8.715725663341392;827.9939380174322;-0.12825566334139182
5;50;45;95;Rh;-78340.606;3.886;8.52537;0.041;-8374.706;4.928;94;915897.895;4.171;809.91015;0;8.641911643815448;820.9816061624675;-0.11654164381544696
3;49;46;95;Pd;-69965.900;3.031;8.42898;0.032;-10369;298;94;924888.512;3.253;800.7530999999999;0;8.54448737429424;811.7263005579529;-0.11550737429424096
1;48;47;95;Ag;-59597;298;8.312;3;-12966;499;94;936020;320;789.64;0;8.423452854777777;800.2280212038888;-0.11145285477777733
-1;47;48;95;Cd;-46631;401;8.167;4;*;;94;949940;430;775.865;0;8.278808085266048;786.4867681002746;-0.11180808526604835
26;61;35;96;Br;-38163;298;8.184;3;14916;299;95;959030;320;785.664;1;8.250429651802373;792.0412465730278;-0.06642965180237326
24;60;36;96;Kr;-53079.678;20.493;8.330851000000001;0.213;8274.671;20.765;95;943016.618;22.000;799.761696;-1;8.419376130436524;808.2601085219062;-0.08852513043652266
22;59;37;96;Rb;-61354.349;3.353;8.408896;0.035;11569.808;9.115;95;934133.393;3.599;807.2540160000001;1;8.517551820113471;817.6849747308933;-0.10865582011347108
20;58;38;96;Sr;-72924.157;8.475;8.521265;0.088;5411.738;9.726;95;921712.692;9.098;818.04144;-1;8.640214655274784;829.4606069063793;-0.1189496552747844
18;57;39;96;Y;-78335.895;6.088;8.569488;0.063;7102.951;6.087;95;915902.953;6.535;822.670848;1;8.692106701478894;834.4422433419738;-0.12261870147889375
16;56;40;96;Zr;-85438.846;0.114;8.635327;0.001;163.971;0.100;95;908277.621;0.122;828.991392;-1;8.768485893167364;841.7746457440669;-0.13315889316736396
14;55;41;96;Nb;-85602.816;0.147;8.628886;0.002;3192.059;0.107;95;908101.591;0.157;828.3730559999999;1;8.774094295898632;842.3130524062686;-0.14520829589863204
12;54;42;96;Mo;-88794.876;0.120;8.653986999999999;0.001;-2973.242;5.145;95;904674.774;0.128;830.7827519999998;-1;8.804189844114264;845.2022250349694;-0.15020284411426488
10;53;43;96;Tc;-85821.634;5.146;8.614866;0.054;258.738;5.146;95;907866.681;5.524;827.0271359999999;1;8.763514603372693;841.2974019237786;-0.1486486033726937
8;52;44;96;Ru;-86080.372;0.170;8.609412;0.002;-6392.654;10.000;95;907588.914;0.182;826.5035520000001;-1;8.747326508115483;839.7433447790863;-0.13791450811548245
6;51;45;96;Rh;-79687.718;10.001;8.534673000000002;0.104;-3504.312;10.844;95;914451.710;10.737;819.3286080000001;1;8.660367623901072;831.3952918945029;-0.12569462390107056
4;50;46;96;Pd;-76183.406;4.194;8.490020000000001;0.044;-11671.771;90.181;95;918213.744;4.502;815.0419200000001;-1;8.597895885171026;825.3980049764184;-0.10787588517102442
2;49;47;96;Ag;-64511.636;90.084;8.36029;0.938;-8939;411;95;930743.906;96.708;802.5878400000001;1;8.464653357483774;812.6067223184423;-0.10436335748377346
0;48;48;96;Cd;-55573;401;8.259;4;-17683;641;95;940340;430;792.864;-1;8.355897975280886;802.166205626965;-0.09689797528088562
-2;47;49;96;In;-37890;500;8.067;5;*;;95;959323;537;774.432;1;8.176371804120794;784.9316931955963;-0.10937180412079428
27;62;35;97;Br;-34055;401;8.14;4;13368;421;96;963440;430;789.58;0;8.205580463400137;795.9413049498133;-0.06558046340013668
25;61;36;97;Kr;-47423.492;130.409;8.269864;1.344;11095.645;130.423;96;949088.784;140.000;802.176808;0;8.356874500290836;810.616826528211;-0.08701050029083568
23;60;37;97;Rb;-58519.137;1.912;8.376186;0.020;10062.317;3.888;96;937177.118;2.052;812.490042;0;8.485481016222739;823.0916585736056;-0.10929501622273818
21;59;38;97;Sr;-68581.454;3.385;8.471855999999999;0.035;7539.969;7.521;96;926374.776;3.633;821.7700319999999;0;8.591400011195853;833.3658010859978;-0.11954401119585434
19;58;39;97;Y;-76121.424;6.719;8.541522;0.069;6821.237;6.707;96;918280.286;7.213;828.527634;0;8.674631485210174;841.4392540653869;-0.13310948521017352
17;57;40;97;Zr;-82942.661;0.414;8.603779000000001;0.004;2663.115;4.248;96;910957.386;0.444;834.5665630000001;0;8.735175438265701;847.312017511773;-0.1313964382656998
15;56;41;97;Nb;-85605.776;4.249;8.623168;0.044;1938.915;4.248;96;908098.414;4.561;836.4472959999999;0;8.773031870362434;850.9840914251561;-0.14986387036243443
13;55;42;97;Mo;-87544.691;0.165;8.635092;0.002;-320.266;4.117;96;906016.903;0.176;837.603924;0;8.788200781500377;852.4554758055366;-0.15310878150037688
11;54;43;97;Tc;-87224.424;4.118;8.623725;0.042;-1103.873;4.956;96;906360.723;4.420;836.5013250000001;0;8.780682171679526;851.726170652914;-0.15695717167952594
9;53;44;97;Ru;-86120.552;2.763;8.604279;0.028;-3523.000;35.355;96;907545.779;2.965;834.615063;0;8.750476040899883;848.7961759672887;-0.1461970408998834
7;52;45;97;Rh;-82597.552;35.463;8.559894;0.366;-4791.709;35.792;96;911327.876;38.071;830.309718;0;8.697582389161449;843.6654917486605;-0.13768838916144865
5;51;46;97;Pd;-77805.843;4.844;8.50243;0.050;-6980.000;110.000;96;916471.987;5.200;824.73571;0;8.62200121646422;836.3341179970294;-0.11957121646421953
3;50;47;97;Ag;-70825.843;110.107;8.422405000000001;1.135;-10372;318;96;923965.326;118.204;816.9732850000001;0;8.5237325228082;826.8020547123954;-0.10132752280819801
1;49;48;97;Cd;-60454;298;8.307;3;-13264;499;96;935100;320;805.779;0;8.402776308193385;815.0693018947584;-0.09577630819338445
-1;48;49;97;In;-47189;401;8.163;4;*;;96;949340;430;791.811;0;8.259132572619778;801.1358595441185;-0.09613257261977814
28;63;35;98;Br;-28250;400;8.08;4;16061;499;97;969672;429;791.84;1;8.135903762520508;797.3185687270097;-0.05590376252050788
26;62;36;98;Kr;-44311;298;8.236;3;10058;299;97;952430;320;807.128;-1;8.316171023247858;814.9847602782901;-0.08017102324785697
24;61;37;98;Rb;-54369.146;16.083;8.330729;0.164;12053.958;16.403;97;941632.317;17.265;816.411442;1;8.428013101211736;825.9452839187501;-0.09728410121173603
22;60;38;98;Sr;-66423.104;3.226;8.445745;0.033;5871.673;8.558;97;928691.860;3.463;827.6830100000001;-1;8.563786800485497;839.2511064475786;-0.1180418004854964
20;59;39;98;Y;-72294.777;7.929;8.497677;0.081;8991.932;11.576;97;922388.360;8.511;832.772346;1;8.631135316995788;845.8512610655872;-0.1334583169957888
18;58;40;98;Zr;-81286.709;8.451;8.581448;0.086;2237.890;9.819;97;912735.124;9.072;840.981904;-1;8.72241545481596;854.7967145719641;-0.14096745481596074
16;57;41;98;Nb;-83524.598;5.001;8.596300999999999;0.051;4591.373;5.003;97;910332.650;5.369;842.4374979999999;1;8.745270409872662;857.0365001675209;-0.14896940987266305
14;56;42;98;Mo;-88115.972;0.174;8.635168;0.002;-1683.766;3.377;97;905403.608;0.186;846.2464640000001;-1;8.792056986239247;861.6215846514463;-0.15688898623924707
12;55;43;98;Tc;-86432.205;3.380;8.610004;0.034;1792.653;7.157;97;907211.205;3.628;843.780392;1;8.770418379842361;859.5010012245514;-0.1604143798423614
10;54;44;98;Ru;-88224.858;6.463;8.620313;0.066;-5049.653;10.000;97;905286.713;6.937;844.790674;-1;8.772711394755358;859.7257166860251;-0.15239839475535888
8;53;45;98;Rh;-83175.205;11.906;8.560803;0.121;-1854.229;12.816;97;910707.740;12.782;838.958694;1;8.706579226904884;853.2447642366786;-0.1457762269048839
6;52;46;98;Pd;-81320.975;4.742;8.533899;0.048;-8254.560;33.098;97;912698.337;5.090;836.322102;-1;8.664378680364292;849.1091106757007;-0.13047968036429225
4;51;47;98;Ag;-73066.415;32.907;8.441685999999999;0.336;-5430.000;40.000;97;921559.972;35.327;827.2852279999998;1;8.553752951060229;838.2677892039025;-0.11206695106023012
2;50;48;98;Cd;-67636.415;51.797;8.378295;0.529;-13740;303;97;927389.317;55.605;821.07291;-1;8.467058843066049;829.7717666204728;-0.08876384306604912
0;49;49;98;In;-53896;298;8.23;3;*;;97;942140;320;806.5400000000001;1;8.311939552308399;814.5700761262231;-0.08193955230839833
27;63;36;99;Kr;-38759;401;8.178;4;12362;401;98;958390;430;809.6220000000001;0;8.250856296401967;816.8347733437947;-0.07285629640196589
25;62;37;99;Rb;-51121.143;4.031;8.2953;0.041;11400.258;6.223;98;945119.192;4.327;821.2347;0;8.391834257378873;830.7915914805085;-0.09653425737887389
23;61;38;99;Sr;-62521.401;4.741;8.402552;0.048;8128.424;8.138;98;932880.511;5.089;831.852648;0;8.510993155988746;842.5883224428859;-0.10844115598874637
21;60;39;99;Y;-70649.825;6.627;8.476754999999999;0.067;6970.792;12.409;98;924154.288;7.114;839.1987449999999;0;8.60833299223158;852.2249662309264;-0.1315779922315805
19;59;40;99;Zr;-77620.617;10.502;8.539264;0.106;4714.724;15.950;98;916670.835;11.274;845.3871359999999;0;8.68385376610738;859.7015228446305;-0.14458976610738006
17;58;41;99;Nb;-82335.341;12.004;8.578985000000001;0.121;3634.758;12.006;98;911609.371;12.886;849.3195150000001;0;8.73755547761614;865.017992283998;-0.15857047761613963
15;57;42;99;Mo;-85970.098;0.229;8.607797;0.002;1357.764;0.890;98;907707.298;0.245;852.1719029999999;0;8.769438126757866;868.1743745490287;-0.1616411267578659
13;56;43;99;Tc;-87327.862;0.908;8.613610000000001;0.009;297.519;0.946;98;906249.678;0.974;852.7473900000001;0;8.779501713532554;869.1706696397229;-0.1658917135325524
11;55;44;99;Ru;-87625.381;0.344;8.608711999999999;0.003;-2044.081;6.690;98;905930.278;0.369;852.2624879999998;0;8.767746237940207;868.0068775560804;-0.1590342379402081
9;54;45;99;Rh;-85581.300;6.697;8.580163;0.068;-3398.649;8.008;98;908124.690;7.189;849.436137;0;8.734171699980823;864.6829982981016;-0.15400869998082278
7;53;46;99;Pd;-82182.651;4.981;8.537930000000001;0.050;-5470.178;8.004;98;911773.290;5.347;845.2550700000002;0;8.678778099654402;859.1990318657857;-0.14084809965440037
5;52;47;99;Ag;-76712.473;6.265;8.474774;0.063;-6781.350;6.462;98;917645.768;6.725;839.002626;0;8.601565436960945;851.5549782591336;-0.12679143696094464
3;51;48;99;Cd;-69931.123;1.584;8.398373;0.016;-8555;298;98;924925.847;1.700;831.4389269999999;0;8.502533711900451;841.7508374781447;-0.10416071190045173
1;50;49;99;In;-61376;298;8.304;3;-13432;585;98;934110;320;822.096;0;8.381682924472923;829.7866095228194;-0.07768292447292247
-1;49;50;99;Sn;-47944;503;8.16;5;*;;98;948530;540;807.84;0;8.239013074678356;815.6622943931573;-0.07901307467835572
28;64;36;100;Kr;-35052;401;8.14;4;11195;401;99;962370;430;814.0;-1;8.20688726077598;820.6887260775981;-0.06688726077597984
26;63;37;100;Rb;-46247.064;19.561;8.24432;0.196;13573.838;20.831;99;950351.731;21.000;824.432;1;8.331246597410246;833.1246597410246;-0.08692659741024578
24;62;38;100;Sr;-59820.903;7.160;8.372234;0.072;7506.493;13.273;99;935779.615;7.686;837.2234000000001;-1;8.479002080253668;847.9002080253669;-0.10676808025366746
22;61;39;100;Y;-67327.396;11.186;8.439476;0.112;9050.041;13.830;99;927721.063;12.008;843.9476000000001;1;8.560553709306246;856.0553709306246;-0.1210777093062454
20;60;40;100;Zr;-76377.437;8.149;8.522153;0.081;3419.963;11.398;99;918005.444;8.748;852.2153;-1;8.665501484567985;866.5501484567985;-0.14334848456798532
18;59;41;100;Nb;-79797.399;7.986;8.548529;0.080;6395.626;7.992;99;914333.963;8.573;854.8529;1;8.70424540603888;870.4245406038879;-0.15571640603887893
16;58;42;100;Mo;-86193.025;0.302;8.604662000000001;0.003;-172.080;1.371;99;907467.976;0.323;860.4662000000001;-1;8.766385473718932;876.6385473718932;-0.16172347371893103
14;57;43;100;Tc;-86020.945;1.351;8.595118000000001;0.014;3206.444;1.376;99;907652.711;1.450;859.5118000000001;1;8.762321687608143;876.2321687608143;-0.16720368760814175
12;56;44;100;Ru;-89227.389;0.343;8.619359000000001;0.003;-3636.262;18.123;99;904210.452;0.368;861.9359000000001;-1;8.781654047706514;878.1654047706514;-0.16229504770651282
10;55;45;100;Rh;-85591.126;18.125;8.575172;0.181;-378.348;25.289;99;908114.141;19.458;857.5172;1;8.73478255401404;873.4782554014039;-0.1596105540140389
8;54;46;100;Pd;-85212.778;17.638;8.563566000000002;0.176;-7074.819;18.333;99;908520.315;18.935;856.3566000000002;-1;8.711307206530726;871.1307206530727;-0.14774120653072487
6;53;47;100;Ag;-78137.959;5.000;8.484994;0.050;-3943.363;5.273;99;916115.445;5.367;848.4994;1;8.621628005256568;862.1628005256568;-0.13663400525656755
4;52;48;100;Cd;-74194.596;1.677;8.437736999999998;0.017;-9881.624;182.517;99;920348.820;1.799;843.7736999999998;-1;8.55534495019157;855.534495019157;-0.11760795019157122
2;51;49;100;In;-64312.972;182.519;8.331097;1.825;-7030.000;240.000;99;930957.180;195.942;833.1097;1;8.422858041335727;842.2858041335727;-0.09176104133572771
0;50;50;100;Sn;-57282.972;301.518;8.252974;3.015;*;;99;938504.196;323.693;825.2974;-1;8.313767278689046;831.3767278689046;-0.060793278689045493
29;65;36;101;Kr;-29128;503;8.081;5;13717;541;100;968730;540;816.1809999999999;0;8.139234533864572;822.0626879203218;-0.05823453386457267
27;64;37;101;Rb;-42845;200;8.209;2;12480;200;100;954004;215;829.1089999999999;0;8.291522035537229;837.4437255892601;-0.08252203553722914
25;63;38;101;Sr;-55324.907;8.480;8.32474;0.084;9736.095;11.055;100;940606.266;9.103;840.7987400000001;0;8.422808869277953;850.7036957970732;-0.09806886927795233
23;62;39;101;Y;-65061.002;7.092;8.413390999999999;0.070;8104.955;10.933;100;930154.138;7.614;849.7524909999998;0;8.533095035086744;861.8425985437611;-0.11970403508674465
21;61;40;101;Zr;-73165.957;8.339;8.485892;0.083;5725.534;9.143;100;921453.110;8.951;857.0750919999999;0;8.622380532963607;870.8604338293243;-0.1364885329636074
19;60;41;101;Nb;-78891.491;3.749;8.534835;0.037;4628.458;3.738;100;915306.496;4.024;862.018335;0;8.690665362908538;877.7572016537623;-0.1558303629085387
17;59;42;101;Mo;-83519.949;0.309;8.572915;0.003;2824.645;24.002;100;910337.641;0.331;865.864415;0;8.73794952492154;882.5329020170755;-0.16503452492153947
15;58;43;101;Tc;-86344.594;24.004;8.593136000000001;0.238;1613.520;24.000;100;907305.260;25.768;867.9067360000001;0;8.76423301900261;885.1875349192636;-0.17109701900260887
13;57;44;101;Ru;-87958.114;0.415;8.601365;0.004;-545.697;5.852;100;905573.075;0.445;868.7378649999999;0;8.769515845151751;885.7211003603269;-0.16815084515175194
11;56;45;101;Rh;-87412.416;5.841;8.588216000000001;0.058;-1980.284;3.903;100;906158.905;6.270;867.4098160000001;0;8.753798003368962;884.1335983402652;-0.16558200336896078
9;55;46;101;Pd;-85432.132;4.588;8.560863999999999;0.045;-4097.759;6.668;100;908284.828;4.925;864.6472639999998;0;8.717079493654241;880.4250288590783;-0.15621549365424237
