N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;delta_I4;bind_ene_total;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene;Diff_bind_ene_total;atomic_mass_teo;atomic_mass_calc;Diff_atomic_mass;mass_excess_calc;Diff_mass_excess;bind_ene_calc;Diff_bind_ene_calcs;B_e;M_N_teo;M_N_exp;Diff_nuclear_mass;M_N_ws4;WS4_diff;bind_ene_total_;prediction_i3;difference_i3;prediction_i4;difference_i4
6;32;26;58;Fe;-62155.271;0.316;8.7922534;0.0055;-2307.9785;1.1389;57;53964.502744310186;0.000315776501161;-1;1;509.9506972;8.839638056615218;512.6990072836827;-0.0473846566152182;-2.748310083682725;53961.754440665325;53964.50275074901;-6.438822310883552e-06;-62155.2714498137;0.0004498136986512;8.792253511014207;-1.1101420760439853e-07;0.034835114995858;53948.50330306238;53951.25160670724;2.748303644861153;53951.33357815706;-0.0819714498138637;509.9506972;509.535888671875;0.41480852812497915;509.806640625;0.14405657499997915
4;31;27;58;Co;-59847.292;1.153;8.738971900000001;0.0199;381.5789;1.1071;57;53966.81072308637;0.0011522582063016;1;-1;506.8603702;8.765883484101792;508.4212420779039;-0.026911584101791;-1.5608718779038782;53965.24985926667;53966.81073114456;-8.058195817284286e-06;-59847.29267362887;0.0006736288632964;8.738972038934474;-1.389344728153219e-07;0.0381307605391899;53951.49101835858;53953.05188217828;1.5608638197008986;53953.22607485192;-0.1741926736358436;506.8603702;506.94976806640625;-0.0893978664062729;506.89239501953125;-0.0320248195312729
2;30;28;58;Ni;-60228.871;0.349;8.732062099999998;0.006;-8561.0204;0.4425;57;53966.429143978734;0.0003483787947912;-1;1;506.4596017999999;8.726982499881744;506.1649849931412;0.005079600118254;0.2946168068587553;53966.72376974698;53966.42915294012;-8.961389539763331e-06;-60228.8717812659;0.0007812659023329;8.732062254506735;-1.5450673629402445e-07;0.0416021026423438;53952.45740123031;53952.16277546206;-0.2946257682488067;53951.93194724332;0.2308282187368604;506.4596017999999;506.1011657714844;0.35843602851554124;506.5326843261719;-0.07308252617195876
0;29;29;58;Cu;-51667.851;0.564;8.5709696;0.0097;-9368.9796;50.002;57;53974.99016442768;0.0005626224386468;1;-1;497.1162368;8.538664183887768;495.2425226654905;0.0323054161122318;1.8737141345094408;53976.863885470186;53974.99017133568;-6.907990609761328e-06;-51667.851332315375;0.0003323153723613;8.570969719103294;-1.1910329433817425e-07;0.04525191164001;53962.09016781181;53960.21644676931;-1.8737210425024384;53960.45309810163;-0.2366513323213439;497.1162368;495.87408447265625;1.2421523273437742;496.70263671875;0.41360008125002423
-2;28;30;58;Zn;-42298.871;50.001;8.3959467;0.8621;-18759;304.0;57;53984.35914423232;0.0500007404994821;-1;1;486.9649086;8.385199456187168;486.34156845885576;0.0107472438128315;0.6233401411442401;53984.982493072384;53984.35915293124;-8.698916644789279e-06;-42298.87152767784;0.0005276778392726;8.395946849981305;-1.4998130559717993e-07;0.0490829300411296;53969.70160748172;53969.07825864166;-0.6233488400612259;53968.83153016934;0.246728472324321;486.9649086;486.7489929199219;0.21591568007812612;486.60845947265625;0.3564491273437511
-4;27;31;58;Ga;-23540.0;300.0;8.059;5.0;-15960;583.0;57;54003.11822826489;0.2999411013978399;1;-1;467.422;8.082317396712643;468.7744090093333;-0.0233173967126436;-1.3524090093333143;54001.767305917456;54003.11971492679;-0.0014866619021631;-23539.787495111468;-0.2125048885318392;8.059025632101738;-2.5632101738892743e-05;0.0530978767088185;53985.97943632277;53987.3303586702;1.3509223474320606;53987.20644616532;0.1239125048814457;467.422;467.5399169921875;-0.11791699218747453;467.55438232421875;-0.13238232421872453
-6;26;32;58;Ge;-7580.0;500.0;7.77;9.0;*;;57;54019.078448238026;0.50021233369764;-1;1;450.66;7.8142889255314945;453.2287576808267;-0.0442889255314948;-2.5687576808267067;54016.53061064152;54019.09936832234;-0.020920084316458;-7579.567521974247;-0.432478025752971;7.770360691108965;-0.0003606911089653;0.0572994508020523;54000.235943670246;54002.78378126675;2.5478375965030864;54002.08054878873;0.7032324780229828;450.66;450.7747802734375;-0.11478027343747499;450.9468688964844;-0.28686889648435
21;40;19;59;K;28750.0;800.0;7.332;14.0;22940;1000.0;59;54986.90175349721;0.80015343509548;0;0;432.588;7.284437170481235;429.7817930583929;0.0475628295187648;2.806206941607116;54989.71350284008;54986.90729589847;-0.0055424012607545;28749.634017208497;0.3659827915034839;7.332093939004476;-9.39390044765176e-05;0.016444329755885;54980.02096710673;54977.209217763855;-2.8117493428726448;54979.004883746646;-1.795665982790524;432.588;438.6201477050781;-6.032147705078103;438.2451171875;-5.657117187499978
19;39;20;59;Ca;5810.0;600.0;7.708;10.0;16639;650.0;59;54963.9618482049;0.5998822027956799;0;0;454.772;7.668735035722944;452.4553671076537;0.0392649642770557;2.316632892346263;54966.25758218637;54963.94094929403;0.0208989108650712;5809.728724900443;0.2712750995569877;7.707645781171731;0.000354218828269;0.0185910310136633;54956.05619420359;54953.76046022211;-2.2957339814747684;54954.625531497215;-0.8650712751041283;454.772;452.8529052734375;1.9190947265624914;453.9717102050781;0.8002897949218664
17;38;21;59;Sc;-10829.55;249.64;7.9764073;4.2312;15050;390.0;58;54947.32256903015;0.24964041979696;0;0;470.6080307;7.99761106180712;471.8590526466201;-0.0212037618071203;-1.251021946620142;54946.07155004296;54947.32257198958;-2.959430275950581e-06;-10829.550449855053;0.0004498550533753;7.976407350159854;-5.0159854048104087e-08;0.0208928371530152;54935.361464915615;54936.612483902805;1.2510189871900366;54937.03743435266;-0.4249504498511669;470.6080307;470.4248046875;0.18322601249997206;469.2742614746094;1.333769225390597
15;37;22;59;Ti;-25880.0;300.0;8.218;5.0;11731;330.0;58;54932.27241879635;0.2999411013978399;0;0;484.862;8.271065248733768;487.9928496752923;-0.0530652487337679;-3.130849675292268;54929.15540640985;54932.28625608514;-0.0138372887959121;-25879.700683652245;-0.2993163477549387;8.218234530318592;-0.0002345303185915;0.023352859370359;54917.93678235404;54921.05379474053;3.117012386494025;54920.941295424185;0.112499316346657;484.862;485.2763671875;-0.4143671874999768;484.7285461425781;0.1334538574218982
13;36;23;59;V;-37610.617;137.4;8.403803400000001;2.3288;10505.3137;137.4021;58;54920.541501556574;0.1374000377692185;0;0;495.8244006000001;8.489097596502885;500.8567581936703;-0.0852941965028843;-5.032357593670213;54915.50915128702;54920.54150888069;-7.324117177631706e-06;-37610.617923427686;0.0009234276876668;8.403803524137617;-1.2413761574237014e-07;0.0259741412628788;54903.782149562416;54908.81449983197;5.032350269553717;54908.3200177554;0.4944820765740587;495.8244006000001;496.4916687011719;-0.6672681011717714;496.0083923339844;-0.18399173398427138
11;35;24;59;Cr;-48115.931;0.671;8.5685995;0.0114;7409.3977;2.4234;58;54910.03618836883;0.0006706757546784;0;0;505.5473705;8.65170810511447;510.4507782017537;-0.0831086051144698;-4.903407701753736;54905.1327846745;54910.036192376254;-4.007422830909491e-06;-48115.93111116558;0.0001111655801651;8.568599567922366;-6.792236639796556e-08;0.02875966609602;54892.89756952403;54897.80097321837;4.903403694333974;54897.27720432953;0.5237688888373668;505.5473705;505.98870849609375;-0.44133799609375046;505.8667297363281;-0.31935923632812546
9;34;25;59;Mn;-55525.328;2.329;8.6809224;0.0395;5139.6290;2.352;58;54902.6267908472;0.0023287352592999;0;0;512.1744216;8.758896774568527;516.7749096995431;-0.0779743745685266;-4.6004880995431;54898.02630657227;54902.62679467181;-3.824607119895518e-06;-55525.328632803015;0.0006328030140139;8.68092246482386;-6.482386005757236e-08;0.0317123633997738;54885.28304516842;54889.88352944335;4.60048427493166;54889.52425807615;0.3592713672042009;512.1744216;512.4625244140625;-0.28810281406254035;512.0858154296875;0.08860617031245965
7;33;26;59;Fe;-60664.957;0.33;8.754774600000001;0.0056;1564.8804;0.369;58;54897.48716128212;0.0003297489127168;0;0;516.5317014000001;8.810663604865049;519.8291526870379;-0.0558890048650475;-3.297451287037802;54894.18971698033;54897.48716826736;-6.985239451751113e-06;-60664.95819787887;0.0011978788679698;8.75477471839394;-1.183939382087829e-07;0.034835114995858;54880.93857937738;54884.23602367918;3.297444301795622;54884.35418187705;-0.1181581978744361;516.5317014000001;516.3717651367188;0.15993626328133814;516.1743774414062;0.35732395859383814
5;32;27;59;Co;-62229.838;0.397;8.7680379;0.0067;-1073.0050;0.1944;58;54895.922280995685;0.0003968164881847;0;0;517.3142361;8.807008596004042;519.6135071642385;-0.0389706960040427;-2.2992710642384964;54893.62301589868;54895.92228696292;-5.967238394077867e-06;-62229.838484315005;0.0004843150018132;8.768038001139619;-1.011396193462133e-07;0.0381307605391899;54879.8641749906;54882.1634400876;2.299265097004536;54882.07867857191;0.0847615156890242;517.3142361;517.3640747070312;-0.04983860703123355;517.33740234375;-0.02316624374998355
3;31;28;59;Ni;-61156.833;0.351;8.736591200000001;0.006;-4798.3786;0.3973;58;54896.99528582066;0.0003502417829987;0;0;515.4588808000001;8.747931747985506;516.1279731311448;-0.0113405479855046;-0.669092331144725;54896.326203327335;54896.99529565848;-9.83782229013741e-06;-61156.83365934138;0.0006593413854716;8.736591366742703;-1.667427014240275e-07;0.0416021026423438;54882.05983481066;54882.72891730398;0.6690824933248223;54882.56345096333;0.1654663406588952;515.4588808000001;514.8439331054688;0.6149476945313381;515.50439453125;-0.04551373124991187
1;30;29;59;Cu;-56358.454;0.528;8.642002699999999;0.009;-9142.7760;0.6018;58;54901.79366438382;0.0005272256627055;0;0;509.8781593;8.633433060809436;509.37255058775673;0.0085696391905631;0.5056087122432018;54902.29927926628;54901.793670554034;-6.170215783640742e-06;-56358.45509618179;0.0010961817897623;8.642002804579965;-1.0457996602042385e-07;0.04525191164001;54887.5255616079;54887.01994672544;-0.5056148824587581;54886.98830182162;0.0316449038218706;509.8781593;510.0364074707031;-0.15824817070313202;509.9217529296875;-0.04359362968750702
-1;29;30;59;Zn;-47215.678;0.759;8.473780199999998;0.0129;-13456;170.0;58;54910.93644016031;0.000758236200428;0;0;499.9530317999999;8.463512534475838;499.3472395340744;0.0102676655241609;0.6057922659255155;54911.54224371552;54910.93645144958;-1.1289273970760403e-05;-47215.67931969024;0.0013196902364143;8.473780391343684;-1.913436857847728e-07;0.0490829300411296;54896.26135812485;54895.65555456965;-0.6058035552050569;54895.503533889336;0.1520206803106703;499.9530317999999;499.5582580566406;0.3947737433592806;499.72064208984375;0.23238971015615562
-3;28;31;59;Ga;-33760.0;170.0;8.232;3.0;-17390;434.0;58;54924.39197867887;0.17046342098076;0;0;485.688;8.238170168984707;486.0520399700977;-0.006170168984708;-0.3640399700977355;54924.055096675045;54924.41913664514;-0.02715796627308;-33760.140801129564;0.1408011295643518;8.232460304513136;-0.0004603045131368;0.0530978767088185;54908.26722708036;54908.60410908418;0.3368820038231206;54908.382449885314;0.2216591988690197;485.688;485.6522521972656;0.03574780273436318;485.4253845214844;0.2626154785156132
-5;27;32;59;Ge;-16370.0;400.0;7.924;7.0;*;;58;54941.78204210122;0.3996109704958799;0;0;467.516;7.957405964336046;469.48695189582673;-0.0334059643360458;-1.970951895826716;54939.83783814487;54941.8087900407;-0.0267479394751717;-16370.077378778362;0.07737877836189;7.924453354906414;-0.0004533549064138;0.0572994508020523;54923.5431711736;54925.487375129946;1.9442039563509752;54925.19145250872;0.2959226212260546;467.516;467.20098876953125;0.31501123046876955;466.356689453125;1.1593105468750196
20;40;20;60;Ca;11000.0;700.0;7.627;12.0;15550;860.0;60;55900.64623707083;0.6995520718937199;-1;1;457.62;7.577743368808355;454.6646021285013;0.0492566311916444;2.9553978714986897;55903.613768883886;55900.65837101238;-0.0121339415491092;11000.013870835646;-0.0138708356462302;7.6272022323591955;-0.0002022323591956;0.0185910310136633;55893.4123809011;55890.444849088046;-2.967531813053938;55891.608835217216;-1.1639861291696434;457.62;458.4835205078125;-0.8635205078124955;457.36920166015625;0.25079833984375455
18;39;21;60;Sc;-4550.0;500.0;7.873;8.0;17549;555.0;59;55885.09587450333;0.50021233369764;1;-1;472.38;7.874688159796176;472.48128958777056;-0.0016881597961759;-0.1012895877705659;55885.01473482017;55885.11602440794;-0.0201499046161188;-4550.348696673674;0.3486966736736576;7.873335831743558;-0.0003358317435582;0.0208928371530152;55874.30464969283;55874.38578937599;0.081139683155925;55875.022238072655;-0.6364486966631375;472.38;472.71600341796875;-0.33600341796875455;471.66845703125;0.7115429687499955
16;38;22;60;Ti;-22099.698;240.325;8.1527858;4.0054;10987.7040;301.4311;59;55867.546525589234;0.24032547875976;-1;1;489.167148;8.205547647028466;492.33285882170793;-0.0527618470284654;-3.1657108217079326;55864.38081898179;55867.54652980349;-4.214256478007883e-06;-22099.69761076257;-0.000389237422496;8.152785870237615;-7.023761483537784e-08;0.023352859370359;55853.16219492597;55856.32790153342;3.165706607447646;55856.12429914418;0.203602389236039;489.167148;489.63250732421875;-0.4653593242187526;489.7608947753906;-0.5937467753906276
14;37;23;60;V;-33087.402;181.946;8.3228751;3.0324;13821.0986;181.9496;59;55856.558821413;0.1819459487973164;1;-1;499.37250599999993;8.395187244915657;503.7112346949394;-0.0723121449156583;-4.338728694939505;55852.22009650412;55856.558825199056;-3.786059096455574e-06;-33087.401787001785;-0.0002129982167389;8.32287516310098;-6.310098044082224e-08;0.0259741412628788;55840.49309477952;55844.83181968839;4.338724908877339;55844.58722147539;0.2445982130011543;499.37250599999993;500.0431213378906;-0.6706153378906947;499.7886962890625;-0.4161902890625697
12;36;24;60;Cr;-46908.5;1.118;8.5401876;0.0186;6059.4457;2.5831;59;55842.737722690894;0.001117792924464;-1;1;512.411256;8.618741539047317;517.1244923428391;-0.0785539390473175;-4.713236342839082;55838.02449225177;55842.737728594606;-5.903712008148432e-06;-46908.50050910608;0.0005091060738777;8.54018769839519;-9.839519066190405e-08;0.02875966609602;55825.7892771013;55830.50250754043;4.713230439127074;55830.40470804954;0.0977994908898836;512.411256;512.1024169921875;0.3088390078124803;512.5363159179688;-0.1250599179687697
10;35;25;60;Mn;-52967.946;2.329;8.6281392;0.0388;8445.2283;4.1261;59;55836.67827716368;0.0023287352592999;1;-1;517.688352;8.701075943833876;522.0645566300326;-0.0729367438338766;-4.376204630032589;55832.30208136013;55836.678285990165;-8.826486009638757e-06;-52967.94603631817;3.631816798588261e-05;8.628139347108057;-1.4710805729123424e-07;0.0317123633997738;55819.558819956284;55823.93501575983;4.37619580354658;55823.91456179616;0.0204539636761182;517.688352;517.7010498046875;-0.012697804687491043;517.5020751953125;0.18627680468750896
8;34;26;60;Fe;-61413.174;3.406;8.7558539;0.0568;237.2633;3.4106;59;55828.23304888377;0.0034055424432003;-1;1;525.351234;8.817325044864909;529.0395026918945;-0.0614711448649085;-3.688268691894564;55824.54478869383;55828.23305738572;-8.501949196215719e-06;-61413.17431623324;0.0003162332359352;8.755854041699179;-1.416991786129529e-07;0.034835114995858;55811.29365109088;55814.981911280825;3.688260189941502;55814.78428559706;0.1976256837660912;525.351234;525.102294921875;0.24893907812497673;525.234130859375;0.11710314062497673
6;33;27;60;Co;-61650.437;0.403;8.746769200000001;0.0067;2822.8058;0.2124;59;55827.99578522613;0.0004033369469107;1;-1;524.8061520000001;8.79235425655084;527.5412553930504;-0.0455850565508395;-2.735103393050281;55825.26068938823;55827.99579278128;-7.555150659754872e-06;-61650.437973871085;0.0009738710868987;8.746769325919134;-1.2591913289838885e-07;0.0381307605391899;55811.50184848014;55814.23694431804;2.735095837902918;55814.25098229192;-0.0140379738732008;524.8061520000001;524.8699951171875;-0.063843117187389;524.9408569335938;-0.134704933593639
4;32;28;60;Ni;-64473.243;0.353;8.780776900000001;0.0059;-6127.9810;1.5735;59;55825.17297897376;0.0003521047712061;-1;1;526.846614;8.80129816448124;528.0778898688744;-0.0205212644812391;-1.231275868874377;55823.94170830796;55825.17298417683;-5.203073669690639e-06;-64473.24422624023;0.0012262402233318;8.780776986717926;-8.67179252850292e-08;0.0416021026423438;55809.67533979128;55810.90661045708;1.2312706657976378;55810.47895468333;0.4276557737539406;526.846614;526.2093505859375;0.637263414062545;526.6959838867188;0.15063011328129505
2;31;29;60;Cu;-58345.262;1.613;8.6656047;0.0269;-4170.7922;1.6286;59;55831.30096011115;0.0016124162935393;1;-1;519.936282;8.669022183066541;520.1413309839925;-0.0034174830665421;-0.2050489839924694;55831.09592058839;55831.30096957238;-9.461233275942504e-06;-58345.26308885435;0.001088854347472;8.665604857687262;-1.576872623587633e-07;0.04525191164001;55816.322202930016;55816.52724245277;0.2050395227561239;55816.84330554162;-0.3160630888523883;519.936282;519.9927368164062;-0.05645481640624439;519.8898315429688;0.04645045703125561
0;30;30;60;Zn;-54174.47;0.548;8.5830524;0.0091;-14584;200.0;59;55835.471752905374;0.0005477185329873;-1;1;514.983144;8.570660897896314;514.2396538737788;0.0123915021036857;0.7434901262212179;55836.21525109417;55835.47176096795;-8.062575943768024e-06;-54174.4702946225;0.0002946224994957;8.583052534376233;-1.3437623280765365e-07;0.0490829300411296;55820.93436550351;55820.19086731471;-0.7434981887927279;55819.64243760934;0.5484297053699265;514.983144;514.3895263671875;0.5936176328125384;514.694091796875;0.28905220312503843
-2;29;31;60;Ga;-39590.0;200.0;8.327;3.0;-12060;361.0;59;55850.05586080369;0.2002712322997999;1;-1;499.62;8.331079723380986;499.8647834028592;-0.0040797233809861;-0.2447834028591842;55849.80777496064;55850.052558363495;0.0033024401927832;-39590.36239631306;0.3623963130594347;8.326944959330165;5.504066983519351e-05;0.0530978767088185;55834.01990536595;55834.267991209;0.2480858430499211;55834.27465360531;-0.0066623963066376;499.62;499.7171325683594;-0.09713256835937045;499.73822021484375;-0.11822021484374545
-4;28;32;60;Ge;-27530.0;300.0;8.113;5.0;-21890;500.0;59;55862.11591496456;0.2999411013978399;-1;1;486.78;8.125413245110126;487.5247947066076;-0.0124132451101264;-0.7447947066075926;55861.365417052446;55862.110211759056;0.0057032054974115;-27530.308235446457;0.3082354464568198;8.112904946575023;9.5053424976399e-05;0.0572994508020523;55845.07075008117;55845.82124799328;0.7504979121076758;55845.41555622873;0.4056917645502835;486.78;486.107666015625;0.6723339843749727;485.6397705078125;1.1402294921874727
-6;27;33;60;As;-5640.0;400.0;7.735;7.0;*;;59;55884.00602640197;0.3996109704958799;1;-1;464.1;7.778526877494169;466.7116126496501;-0.0435268774941688;-2.6116126496501124;55881.396252504965;55884.00786515461;-0.0018387526433798;-5640.196798027836;0.1967980278359391;7.735030645877365;-3.064587736467672e-05;0.0616903355080347;55864.59497746771;55867.20475136471;2.6097738970056525;55866.655848162736;0.5489032019759179;464.1;464.0329895019531;0.06701049804689774;464.4162292480469;-0.31622924804685226
21;41;20;61;Ca;19010.0;800.0;7.503;13.0;18510;1000.0;61;56840.15025858872;0.80015343509548;0;0;457.683;7.441516322160194;453.9324956517719;0.0614836778398055;3.750504348228105;56843.911297078965;56840.16079273074;-0.010534142027609;19009.931668714227;0.0683312857727287;7.503172690852867;-0.0001726908528665;0.0185910310136633;56833.70990909618;56829.94887060593;-3.76103849025094;56831.56243893721;-1.6135683312822948;457.683;456.6346130371094;1.0483869628906177;456.15960693359375;1.5233930664062427
19;40;21;61;Sc;500.0;600.0;7.794;10.0;16870;671.0;61;56821.64053925369;0.5998822027956799;0;0;475.434;7.793156462664564;475.3825442225384;0.0008435373354354;0.0514557774615695;56821.67890190375;56821.62744612629;0.0130931274034082;500.2123336922714;-0.2123336922713861;7.793785358567176;0.0002146414328239;0.0208928371530152;56810.96881677641;56810.93045412635;-0.0383626500624814;56811.55494179266;-0.6244876663113246;475.434;475.6204528808594;-0.18645288085934908;474.27880859375;1.155191406250026
17;39;22;61;Ti;-16370.0;300.0;8.058;5.0;13807;381.0;60;56804.77024954122;0.2999411013978399;0;0;491.538;8.092828309343078;493.6625268699278;-0.0348283093430783;-2.124526869927763;56802.616572651925;56804.74109952185;0.0291500193707179;-16370.077378778362;0.07737877836189;8.057522130829996;0.0004778691700035;0.023352859370359;56791.39794859611;56793.55162548541;2.153676889298368;56793.963802864186;-0.4121773787774145;491.538;492.12432861328125;-0.5863286132812391;491.6505126953125;-0.11251269531248909
15;38;23;61;V;-30177.121;234.92;8.2710417;3.8511;12319.3807;234.9272;60;56790.96320520216;0.2349190869817691;0;0;504.5335437;8.340531862195732;508.77244359393967;-0.0694901621957324;-4.238899893939674;56786.724309323465;56790.9632092174;-4.015244485344738e-06;-30177.121717847745;0.000717847742635;8.27104176582373;-6.582373046626344e-08;0.0259741412628788;56774.99730759886;56779.23620347755;4.238895878690528;56779.288725195394;-0.0525217178437742;504.5335437;505.098388671875;-0.5648449718750044;504.607177734375;-0.07363403437500438
13;37;24;61;Cr;-42496.502;1.863;8.4601734;0.0305;9245.6277;2.9822;60;56778.64382401432;0.00186298820744;0;0;516.0705774;8.536267121222533;520.7122943945745;-0.0760937212225325;-4.641716994574495;56774.00211191839;56778.64382891296;-4.89864032715559e-06;-42496.50290568507;0.0009056850685738;8.460173480305606;-8.030560572080958e-08;0.02875966609602;56761.76689676792;56766.40860886385;4.641712095930416;56766.244411769534;0.1641970943164779;516.0705774;516.4083862304688;-0.3378088304687026;516.3421020507812;-0.2715246507812026
11;36;25;61;Mn;-51742.13;2.329;8.5989157;0.0382;7178.3730;3.4965;60;56769.39819638487;0.0023287352592999;0;0;524.5338577;8.680034086423474;529.4820792718319;-0.0811183864234745;-4.948221571831937;56764.449980436686;56769.39820200852;-5.623645847663283e-06;-51742.13053513136;0.0005351313666324;8.598915792190919;-9.219091978707185e-08;0.0317123633997738;56751.70671903284;56756.65493498102;4.948215948184952;56756.61496551615;0.0399694648731383;524.5338577;524.8269653320312;-0.29310763203125134;524.6114501953125;-0.07759249531250134
9;35;26;61;Fe;-58920.503;2.608;8.7037686;0.0428;3977.6759;2.7399;60;56762.21982337337;0.002608183490416;0;0;530.9298846;8.77183275779856;535.0817982257122;-0.0680641577985596;-4.1519136257121545;56758.06791487835;56762.21982850407;-5.130692443344742e-06;-58920.5035466244;0.0005466244037961;8.703768684109745;-8.410974494665879e-08;0.034835114995858;56744.81677727541;56748.96868577043;4.1519084950195975;56748.81318931706;0.1554964533715974;530.9298846;530.9884033203125;-0.0585187203124633;530.9161376953125;0.013746904687536698
7;34;27;61;Co;-62898.179;0.839;8.756151;0.0138;1323.8504;0.7899;60;56758.242147936726;0.0008392761874517;0;0;534.1252109999999;8.811663135347793;537.5114512562153;-0.0555121353477936;-3.3862402562153875;56754.85591524342;56758.24215549963;-7.562906830571592e-06;-62898.17898327188;-1.6728117770981044e-05;8.756151123982058;-1.2398205839758702e-07;0.0381307605391899;56741.09707433533;56744.48330702864;3.386232693308557;56744.36698601191;0.1163210167287616;534.1252109999999;534.2957763671875;-0.17056536718757798;534.1416015625;-0.016390562500077976
5;33;28;61;Ni;-64222.029;0.355;8.7650281;0.0058;-2237.9663;0.9617;60;56756.91829733859;0.0003548992535173;0;0;534.6667141;8.799525219071166;536.7710383633411;-0.0344971190711653;-2.104324263341028;56754.81398153185;56756.91830579519;-8.456598152406514e-06;-64222.0295814116;0.0005814116011606;8.765028238632754;-1.3863275327707925e-07;0.0416021026423438;56740.54761301517;56742.65192882191;2.1043158067404875;56742.39195840332;0.2599704185922746;534.6667141;534.221435546875;0.4452785531250356;534.6610717773438;0.005642322656285614
3;32;29;61;Cu;-61984.063;0.951;8.715514800000001;0.0156;-5635.1565;15.9028;60;56759.15626408644;0.0009501239857944;0;0;531.6464028;8.735419008968684;532.8605595470897;-0.0199042089686827;-1.2141567470896462;56757.94211374366;56759.15627049075;-6.404305167961866e-06;-61984.06283355465;-0.0001664453520788;8.715514904988565;-1.049885636206227e-07;0.04525191164001;56743.16839608528;56744.38254642807;1.2141503427847056;56744.33940926162;0.0431371664453763;531.6464028;531.5489501953125;0.09745260468753258;531.3009643554688;0.3454384445312826
1;31;30;61;Zn;-56348.906;15.899;8.610309800000001;0.2606;-9214.2438;37.6786;60;56764.79142056988;0.0158987413622929;0;0;525.2288978;8.619344505040344;525.7800148074609;-0.0090347050403423;-0.5511170074609026;56764.24031187884;56764.791428886296;-8.316419553011656e-06;-56348.90635012542;0.0003501254177535;8.610309936334742;-1.3633474083007968e-07;0.0490829300411296;56748.95942628817;56749.510534979214;0.5511086910410086;56749.29344132934;0.2170936498732771;525.2288978;525.1985473632812;0.03035043671877702;525.354736328125;-0.12583852812497298
-1;30;31;61;Ga;-47134.662;37.994;8.4464313;0.6228;-13345;302.0;60;56774.005664299984;0.0379928500084276;0;0;515.2323093;8.451301707286149;515.529404144455;-0.0048704072861482;-0.2970948444550458;56773.7085759374;56774.00567078185;-6.481866876129061e-06;-47134.66262001724;0.0006200172429089;8.446431406260135;-1.0626013491332745e-07;0.0530978767088185;56757.92070634271;56758.2177947053;0.2970883625894203;56758.06925732531;0.1485373799878289;515.2323093;515.6890258789062;-0.45671657890625283;515.1278076171875;0.10450168281249717
-3;29;32;61;Ge;-33790.0;300.0;8.215;5.0;-16590;424.0;60;56787.35037830755;0.2999411013978399;0;0;501.115;8.231290615706095;502.1087275580719;-0.0162906157060955;-0.9937275580718392;56786.34690591934;56787.34063347741;0.0097448301385156;-33789.948612452776;-0.0513875472242943;8.21484024868622;0.0001597513137792;0.0572994508020523;56770.05223894806;56771.055711336274;1.0034723882126857;56770.93905994872;0.1166513875505188;501.115;500.9134826660156;0.2015173339843841;500.783447265625;0.3315527343750091
-5;28;33;61;As;-17200.0;300.0;7.93;5.0;*;;60;56803.940288294805;0.2999411013978399;0;0;483.73;7.959311230300186;485.5179850483114;-0.0293112303001867;-1.787985048311441;56802.155301824656;56803.94328687296;-0.00299857815844;-17200.03862519555;0.0386251955496845;7.9300491570190434;-4.915701904373293e-05;0.0616903355080347;56785.3540267874;56787.13901325755;1.784986470149306;56786.81225188274;0.3267613748030271;483.73;484.8958740234375;-1.1658740234374818;485.37066650390625;-1.6406665039062318
20;41;21;62;Sc;7310.0;600.0;7.688;10.0;19510;721.0;62;57759.94479636599;0.5998822027956799;1;-1;476.656;7.666891270554069;475.3472587743523;0.0211087294459302;1.3087412256476796;57761.2796090703;57759.97086784465;-0.0260714786563767;7310.365725990495;-0.365725990494866;7.688420507720307;-0.0004205077203076;0.0208928371530152;57750.56952394296;57749.23471123865;-1.3348127043063869;57750.275445512656;-1.0407342740072636;476.656;477.3441162109375;-0.6881162109374941;476.0548095703125;0.6011904296875059
18;40;22;62;Ti;-12200.0;400.0;7.99;6.0;13013;479.0;61;57740.434652363576;0.3996109704958799;-1;1;495.38;8.019892777547037;497.2333522079163;-0.0298927775470367;-1.8533522079163165;57738.61116903229;57740.4645212402;-0.0298688766270061;-12199.77827642262;-0.2217235773787251;7.990481756074587;-0.0004817560745866;0.023352859370359;57727.39254497647;57729.21602830776;1.823483331289026;57729.59960658418;-0.3835782764217583;495.38;495.2521667480469;0.12783325195312045;495.7189025878906;-0.33890258789062955
16;39;23;62;V;-25213.164;264.287;8.1877565;4.2627;15639.4478;264.3094;61;57727.42126615123;0.2642863015897495;1;-1;507.640903;8.239166216516223;510.8283054240058;-0.0514097165162219;-3.187402424005768;57724.23386921176;57727.421271635765;-5.4845368140377104e-06;-25213.164488774648;0.0004887746472377;8.187756588460264;-8.846026311459809e-08;0.0259741412628788;57712.50686748715;57715.694264426624;3.187396939472819;57715.8546289154;-0.1603644887727568;507.640903;508.4053955078125;-0.7644925078125198;507.9021911621094;-0.26128816210939476
